Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length
YP_005229291.1,7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter,GCA_002156725.1 ARS96927.1 hypothetical protein B9G35_27165 [Klebsiella pneumoniae],Not Mutated found,0,221
YP_005224495.1,preprotein translocase subunit SecE [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92262.1 preprotein translocase subunit SecE [Klebsiella pneumoniae],Not Mutated found,0,127
YP_005226921.1,hypothetical protein KPHS_26210 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23940.1 hypothetical protein AM386_20035 [Klebsiella pneumoniae],Not Mutated found,0,37
YP_005229439.1,50S ribosomal protein L33 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97063.1 50S ribosomal protein L33 [Klebsiella pneumoniae],Not Mutated found,0,55
YP_005228302.1,hypothetical protein KPHS_40020 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_029541645.1 WFB16987.1 hypothetical protein LVO51_02535 [Klebsiella pneumoniae],Not Mutated found,0,43
YP_005229024.1,preprotein translocase subunit SecG [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96664.1 preprotein translocase subunit SecG [Klebsiella pneumoniae],Not Mutated found,0,109
YP_005225973.1,DNA starvation/stationary phase protection protein Dps [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93637.1 DNA starvation/stationary phase protection protein [Klebsiella pneumoniae],Not Mutated found,0,167
YP_005227927.1,protein YohO,GCA_002156725.1 ARS95558.1 hypothetical protein B9G35_19835 [Klebsiella pneumoniae],Not Mutated found,0,37
YP_005229470.1,YiiQ family protein,GCA_002156725.1 ARS97087.1 hypothetical protein B9G35_28050 [Klebsiella pneumoniae],Not Mutated found,0,200
YP_005224851.1,hypothetical protein KPHS_05510 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92597.1 hypothetical protein B9G35_03655 [Klebsiella pneumoniae],Not Mutated found,0,75
YP_005224379.1,ATP-dependent protease peptidase subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92145.1 HslU--HslV peptidase proteolytic subunit [Klebsiella pneumoniae],Not Mutated found,0,176
YP_005226493.1,hypothetical protein KPHS_21930 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24296.1 hypothetical protein AM386_21960 [Klebsiella pneumoniae],Not Mutated found,0,37
YP_005224820.1,"putative transmembrane protein, transport [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS92566.1 LPS export ABC transporter permease LptG [Klebsiella pneumoniae],Not Mutated found,0,360
YP_005224592.1,anti-adapter protein IraM,GCA_002156725.1 ARS92354.1 anti-adapter protein iraM [Klebsiella pneumoniae],Not Mutated found,0,117
YP_005224569.1,putative stress-response protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92334.1 CsbD family protein [Klebsiella pneumoniae],Not Mutated found,0,69
YP_005228753.1,hypothetical protein KPHS_44530 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC21276.1 hypothetical protein AM386_05340 [Klebsiella pneumoniae],Not Mutated found,0,47
YP_005228182.1,phosphoribosylaminoimidazole succinocarboxamide synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95794.1 phosphoribosylaminoimidazolesuccinocarboxamide synthase [Klebsiella pneumoniae],Not Mutated found,0,237
YP_005227922.1,hypothetical protein KPHS_36220 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_003574255.1 BBE60428.1 hypothetical protein TRKP064_1334 [Klebsiella pneumoniae],Not Mutated found,0,78
YP_005224406.1,YijD family membrane protein,GCA_002156725.1 ARS92171.1 hypothetical protein B9G35_01250 [Klebsiella pneumoniae],Not Mutated found,0,119
YP_005226590.1,hypothetical protein KPHS_22900 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17453.1 hypothetical protein C5707_000150 [Klebsiella pneumoniae],Not Mutated found,0,43
YP_005229175.1,elongation factor G [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96814.1 elongation factor G [Klebsiella pneumoniae],Not Mutated found,0,704
YP_005224724.1,transcriptional repressor NsrR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92474.1 transcriptional regulator [Klebsiella pneumoniae],Not Mutated found,0,141
YP_005227482.1,hypothetical protein KPHS_31820 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23407.1 hypothetical protein AM386_17120 [Klebsiella pneumoniae],Not Mutated found,0,41
YP_005227030.1,hypothetical protein KPHS_27300 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23831.1 hypothetical protein AM386_19425 [Klebsiella pneumoniae],Not Mutated found,0,47
YP_005229055.1,phosphohistidinoprotein-hexose phosphotransferase component of N-regulated PTS system (Npr) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96696.1 HPr family phosphocarrier protein [Klebsiella pneumoniae],Not Mutated found,0,90
YP_005229030.1,transcription elongation factor GreA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96670.1 transcription elongation factor GreA [Klebsiella pneumoniae],Not Mutated found,0,158
YP_005224500.1,50S ribosomal protein L7/L12 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92268.1 50S ribosomal protein L7/L12 [Klebsiella pneumoniae],Not Mutated found,0,121
YP_005228194.1,uracil phosphoribosyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95805.1 uracil phosphoribosyltransferase [Klebsiella pneumoniae],Not Mutated found,0,208
YP_005224477.1,twin arginine translocase protein A [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92244.1 twin-arginine translocase subunit TatA [Klebsiella pneumoniae],Not Mutated found,0,83
YP_005224474.1,ubiquinone/menaquinone biosynthesis methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92241.1 ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE [Klebsiella pneumoniae],Not Mutated found,0,251
YP_005224415.1,acetolactate synthase 2 regulatory subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92180.1 acetolactate synthase 2 small subunit [Klebsiella pneumoniae],Not Mutated found,0,85
YP_005229557.1,DUF202 domain-containing protein,GCA_002156725.1 ARS92012.1 hypothetical protein B9G35_00390 [Klebsiella pneumoniae],Not Mutated found,0,115
YP_005226847.1,DNA-binding transcriptional activator MarA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97228.1 MDR efflux pump AcrAB transcriptional activator MarA [Klebsiella pneumoniae],Not Mutated found,0,124
YP_005224995.1,YtjB family periplasmic protein,GCA_002156725.1 ARS92731.1 hypothetical protein B9G35_04410 [Klebsiella pneumoniae],Not Mutated found,0,215
YP_005226046.1,GpE family phage tail protein,GCA_002156725.1 ARS93716.1 GpE family phage tail protein [Klebsiella pneumoniae],Not Mutated found,0,39
YP_005224888.1,DUF1778 domain-containing protein,"GCA_002156725.1 ARS92631.1 toxin-antitoxin system, antitoxin component [Klebsiella pneumoniae]",Not Mutated found,0,88
YP_005227346.1,response regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94955.1 DNA-binding response regulator [Klebsiella pneumoniae],Not Mutated found,0,234
YP_005229148.1,preprotein translocase subunit SecY [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96789.1 preprotein translocase subunit SecY [Klebsiella pneumoniae],Not Mutated found,0,443
YP_005228960.1,phage holin family protein,GCA_002156725.1 ARS96608.1 hypothetical protein B9G35_25455 [Klebsiella pneumoniae],Not Mutated found,0,132
YP_005229163.1,50S ribosomal protein L22 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96804.1 50S ribosomal protein L22 [Klebsiella pneumoniae],Not Mutated found,0,110
YP_005224555.1,phosphate-starvation-inducible protein PsiE [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92320.1 phosphate-starvation-inducible protein PsiE [Klebsiella pneumoniae],Not Mutated found,0,136
YP_005228119.1,putative negative regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95737.1 hypothetical protein B9G35_20795 [Klebsiella pneumoniae],Not Mutated found,0,130
YP_005224655.1,chaperone-modulator protein CbpM [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92411.1 chaperone-modulator protein CbpM [Klebsiella pneumoniae],Not Mutated found,0,101
YP_005229151.1,30S ribosomal protein S5 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96792.1 30S ribosomal protein S5 [Klebsiella pneumoniae],Not Mutated found,0,167
YP_005227249.1,endonuclease III [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94868.1 endonuclease III [Klebsiella pneumoniae],Not Mutated found,0,211
YP_005226494.1,enoyl-ACP reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94110.1 enoyl-[acyl-carrier-protein] reductase [Klebsiella pneumoniae],Not Mutated found,0,262
YP_005229162.1,30S ribosomal protein S3 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96803.1 30S ribosomal protein S3 [Klebsiella pneumoniae],Not Mutated found,0,232
YP_005229607.1,F0F1 ATP synthase subunit beta [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92057.1 ATP synthase subunit beta [Klebsiella pneumoniae],Not Mutated found,0,460
YP_005225865.1,succinate dehydrogenase cytochrome b556 small membrane subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS93540.1 succinate dehydrogenase, hydrophobic membrane anchor protein [Klebsiella pneumoniae]",Not Mutated found,0,115
YP_005225408.1,transcription antitermination protein NusB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93108.1 N utilization substance protein B [Klebsiella pneumoniae],Not Mutated found,0,139
YP_005227273.1,Grx4 family monothiol glutaredoxin,GCA_002156725.1 ARS94888.1 glutaredoxin [Klebsiella pneumoniae],Not Mutated found,0,115
YP_005226965.1,phosphoglycerate transporter protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_003367555.1 AXK97051.1 MFS transporter [Klebsiella pneumoniae],Not Mutated found,0,240
YP_005229070.1,50S ribosomal protein L13 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96711.1 50S ribosomal protein L13 [Klebsiella pneumoniae],Not Mutated found,0,142
YP_005227649.1,mannose-specific PTS system protein IID [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95221.1 PTS mannose transporter subunit IID [Klebsiella pneumoniae],Not Mutated found,0,283
YP_005224907.1,HlyD family secretion protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92650.1 hemolysin secretion protein D [Klebsiella pneumoniae],Not Mutated found,0,355
YP_005224974.1,YbaK/EbsC family protein,GCA_002156725.1 ARS92713.1 cys-tRNA(pro)/cys-tRNA(cys) deacylase [Klebsiella pneumoniae],Not Mutated found,0,152
YP_005228951.1,YgjV family protein,GCA_002156725.1 ARS96599.1 hypothetical protein B9G35_25410 [Klebsiella pneumoniae],Not Mutated found,0,184
YP_005224479.1,TatABCE protein translocation system subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92246.1 twin-arginine translocase subunit TatC [Klebsiella pneumoniae],Not Mutated found,0,259
YP_005227687.1,glucose-6-phosphate 1-dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95255.1 glucose-6-phosphate dehydrogenase [Klebsiella pneumoniae],Not Mutated found,0,491
YP_005227258.1,putative outer membrane lipoprotein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94876.1 hypothetical protein B9G35_16065 [Klebsiella pneumoniae],Not Mutated found,0,155
YP_005226966.1,hypothetical protein KPHS_26660 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24425.1 hypothetical protein AM386_22655 [Klebsiella pneumoniae],Not Mutated found,0,40
YP_005227722.1,DUF2766 domain-containing protein,GCA_002156725.1 ARS95289.1 hypothetical protein B9G35_18320 [Klebsiella pneumoniae],Not Mutated found,0,83
YP_005225912.1,hypothetical protein KPHS_16120 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93580.1 hypothetical protein B9G35_09080 [Klebsiella pneumoniae],Not Mutated found,0,70
YP_005224345.1,PTS family protein II component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92112.1 PTS lactose transporter subunit IIB [Klebsiella pneumoniae],Not Mutated found,0,104
YP_005229042.1,ABC transporter substrate-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96682.1 outer membrane lipid asymmetry maintenance protein MlaD [Klebsiella pneumoniae],Not Mutated found,0,183
YP_005229090.1,"regulator of ftsI, penicillin binding protein 3, septation function [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96730.1 rod shape-determining protein [Klebsiella pneumoniae],Not Mutated found,0,347
YP_005228352.1,hypothetical protein KPHS_40520 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24425.1 hypothetical protein AM386_22655 [Klebsiella pneumoniae],Not Mutated found,0,40
YP_005228606.1,YgdI/YgdR family lipoprotein,GCA_002156725.1 ARS96268.1 YgdI/YgdR family lipoprotein [Klebsiella pneumoniae],Not Mutated found,0,72
YP_005229167.1,50S ribosomal protein L4 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96808.1 50S ribosomal protein L4 [Klebsiella pneumoniae],Not Mutated found,0,201
YP_005225941.1,molybdopterin synthase large subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93609.1 molybdenum cofactor biosynthesis protein MoaE [Klebsiella pneumoniae],Not Mutated found,0,150
YP_005224825.1,putative helix-turn-helix protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92575.1 MurR/RpiR family transcriptional regulator [Klebsiella pneumoniae],Not Mutated found,0,285
YP_005224344.1,putative 6-phosphofructokinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92111.1 permease [Klebsiella pneumoniae],Not Mutated found,0,326
YP_005229170.1,30S ribosomal protein S10 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96810.1 30S ribosomal protein S10 [Klebsiella pneumoniae],Not Mutated found,0,103
YP_005228993.1,YraN family protein,GCA_002156725.1 ARS96637.1 YraN family protein [Klebsiella pneumoniae],Not Mutated found,0,128
YP_005226055.1,membrane protein,GCA_002156725.1 ARS93721.1 hypothetical protein B9G35_09825 [Klebsiella pneumoniae],Not Mutated found,0,127
YP_005228048.1,aminotransferase AlaT [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95675.1 aminotransferase [Klebsiella pneumoniae],Not Mutated found,0,405
YP_005229241.1,DNA-binding transcriptional repressor GlpR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96879.1 DeoR/GlpR family transcriptional regulator [Klebsiella pneumoniae],Not Mutated found,0,252
YP_005224306.1,potassium transport protein Kup [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92072.1 low affinity potassium transport system protein kup [Klebsiella pneumoniae],Not Mutated found,0,622
YP_005226878.1,hypothetical protein KPHS_25780 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94537.1 hypothetical protein B9G35_14260 [Klebsiella pneumoniae],Not Mutated found,0,96
YP_005229038.1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96678.1 UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Klebsiella pneumoniae],Not Mutated found,0,419
YP_005225802.1,YbeD family protein,GCA_002156725.1 ARS93480.1 hypothetical protein B9G35_08460 [Klebsiella pneumoniae],Not Mutated found,0,87
YP_005227234.1,hypothetical protein KPHS_29340 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94855.1 hypothetical protein B9G35_15945 [Klebsiella pneumoniae],Not Mutated found,0,61
YP_005224716.1,RNA-binding protein Hfq [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92467.1 RNA-binding protein Hfq [Klebsiella pneumoniae],Not Mutated found,0,102
YP_005224570.1,zinc uptake transcriptional repressor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92335.1 transcriptional regulator Zur [Klebsiella pneumoniae],Not Mutated found,0,171
YP_005229479.1,hypothetical protein KPHS_51790 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002761315.1 ATU14411.1 hypothetical protein BMF28_13565 [Klebsiella pneumoniae],Not Mutated found,0,37
YP_005228022.1,hypothetical protein KPHS_37220 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25827.1 hypothetical protein AM386_30560 [Klebsiella pneumoniae],Not Mutated found,0,44
YP_005226537.1,hypothetical protein KPHS_22370 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE18063.1 hypothetical protein C5707_029835 (plasmid) [Klebsiella pneumoniae],Not Mutated found,0,48
YP_005226284.1,alpha/beta hydrolase,GCA_002156725.1 ARS93928.1 hypothetical protein B9G35_10980 [Klebsiella pneumoniae],Not Mutated found,0,180
YP_005226442.1,putative transmembrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94061.1 hypothetical protein B9G35_11690 [Klebsiella pneumoniae],Not Mutated found,0,178
YP_005224566.1,LexA repressor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92332.1 repressor LexA [Klebsiella pneumoniae],Not Mutated found,0,202
YP_005226162.1,3-hydroxydecanoyl-ACP dehydratase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93816.1 beta-hydroxydecanoyl-ACP dehydratase [Klebsiella pneumoniae],Not Mutated found,0,172
YP_005225795.1,cold-shock protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93473.1 cold-shock protein CspE [Klebsiella pneumoniae],Not Mutated found,0,69
YP_005228069.1,hypothetical protein KPHS_37690 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25873.1 hypothetical protein AM386_30795 [Klebsiella pneumoniae],Not Mutated found,0,53
YP_005228186.1,thioredoxin-dependent thiol peroxidase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95798.1 peroxiredoxin [Klebsiella pneumoniae],Not Mutated found,0,156
YP_005227878.1,uridine kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95519.1 uridine kinase [Klebsiella pneumoniae],Not Mutated found,0,213
YP_005224780.1,putative cytoplasmic protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92529.1 cytoplasmic protein [Klebsiella pneumoniae],Not Mutated found,0,99
YP_005229014.1,translation initiation factor IF-2 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96657.1 translation initiation factor IF-2 [Klebsiella pneumoniae],Not Mutated found,0,896
YP_005229610.1,F0F1 ATP synthase subunit delta [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92060.1 ATP synthase subunit delta [Klebsiella pneumoniae],Not Mutated found,0,177
YP_005229336.1,hypothetical protein KPHS_50360 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC21784.1 hypothetical protein AM386_08070 [Klebsiella pneumoniae],Not Mutated found,0,38
YP_005226589.1,hypothetical protein KPHS_22890 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE12405.1 hypothetical protein C5707_000145 [Klebsiella pneumoniae],Not Mutated found,0,54
YP_005225011.1,hypothetical protein KPHS_07110 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC22768.1 hypothetical protein AM386_13530 [Klebsiella pneumoniae],Not Mutated found,0,38
YP_005227112.1,30S ribosomal subunit S22 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94745.1 30S ribosomal protein S22 [Klebsiella pneumoniae],Not Mutated found,0,46
YP_005229076.1,arginine repressor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96716.1 arginine repressor [Klebsiella pneumoniae],Not Mutated found,0,156
YP_005229116.1,hypothetical protein KPHS_48160 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96756.1 hypothetical protein B9G35_26245 [Klebsiella pneumoniae],Not Mutated found,0,121
YP_005225506.1,hypothetical protein KPHS_12060 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23232.1 hypothetical protein AM386_16040 [Klebsiella pneumoniae],Not Mutated found,0,40
YP_005226173.1,putative inner membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93828.1 heat-shock protein HspQ [Klebsiella pneumoniae],Not Mutated found,0,105
YP_005228220.1,nucleoside diphosphate kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95881.1 nucleoside-diphosphate kinase [Klebsiella pneumoniae],Not Mutated found,0,143
YP_005225398.1,preprotein translocase auxillary subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93098.1 preprotein translocase subunit YajC [Klebsiella pneumoniae],Not Mutated found,0,110
YP_005229243.1,thiosulfate sulfurtransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96881.1 thiosulfate sulfurtransferase [Klebsiella pneumoniae],Not Mutated found,0,109
YP_005228986.1,galactitol-specific PTS system component IIB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96630.1 PTS galactitol transporter subunit IIB [Klebsiella pneumoniae],Not Mutated found,0,94
YP_005229041.1,toluene tolerance protein Ttg2D [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96681.1 phospholipid-binding protein MlaC [Klebsiella pneumoniae],Not Mutated found,0,211
YP_005228388.1,hypothetical protein KPHS_40880 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25898.1 hypothetical protein AM386_03425 [Klebsiella pneumoniae],Not Mutated found,0,41
YP_005229548.1,putative acyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92004.1 N-acetyltransferase [Klebsiella pneumoniae],Not Mutated found,0,148
YP_005226911.1,ParD-like family protein,GCA_002156725.1 ARS94568.1 hypothetical protein B9G35_14425 [Klebsiella pneumoniae],Not Mutated found,0,72
YP_005228602.1,dinucleoside polyphosphate hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96265.1 RNA pyrophosphohydrolase [Klebsiella pneumoniae],Not Mutated found,0,176
YP_005229232.1,Putative Ferrous Iron Transport Protein C (Feoc) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96869.1 ferrous iron transporter C [Klebsiella pneumoniae],Not Mutated found,0,79
YP_005227759.1,nitrogen assimilation transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95325.1 nitrogen assimilation regulatory protein nac [Klebsiella pneumoniae],Not Mutated found,0,305
YP_005225217.1,elongation factor Ts [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92931.1 elongation factor Ts [Klebsiella pneumoniae],Not Mutated found,0,283
YP_005229597.1,phosphate transporter subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92050.1 phosphate ABC transporter ATP-binding protein [Klebsiella pneumoniae],Not Mutated found,0,257
YP_005226835.1,hypothetical protein KPHS_25350 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24425.1 hypothetical protein AM386_22655 [Klebsiella pneumoniae],Not Mutated found,0,40
YP_005229177.1,30S ribosomal protein S12 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96816.1 30S ribosomal protein S12 [Klebsiella pneumoniae],Not Mutated found,0,124
YP_005228386.1,hypothetical protein KPHS_40860 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25897.1 hypothetical protein AM386_03415 [Klebsiella pneumoniae],Not Mutated found,0,38
YP_005228487.1,adenylylsulfate kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96156.1 adenylyl-sulfate kinase [Klebsiella pneumoniae],Not Mutated found,0,201
YP_005228797.1,hypothetical protein KPHS_44970 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE14599.1 hypothetical protein C5707_012220 [Klebsiella pneumoniae],Not Mutated found,0,44
YP_005229154.1,30S ribosomal protein S8 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96795.1 30S ribosomal protein S8 [Klebsiella pneumoniae],Not Mutated found,0,130
YP_005224583.1,single-strand DNA-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92347.1 ssDNA-binding protein [Klebsiella pneumoniae],Not Mutated found,0,174
YP_005224449.1,hypothetical protein KPHS_01490 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC22207.1 hypothetical protein AM386_10405 [Klebsiella pneumoniae],Not Mutated found,0,39
YP_005227540.1,stress-induced protein YchH,GCA_002156725.1 ARS95126.1 hypothetical protein B9G35_17440 [Klebsiella pneumoniae],Not Mutated found,0,91
YP_005227037.1,hypothetical protein KPHS_27370 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23824.1 hypothetical protein AM386_19390 [Klebsiella pneumoniae],Not Mutated found,0,47
YP_005228847.1,DUF2623 domain-containing protein,GCA_002156725.1 ARS96498.1 hypothetical protein B9G35_24880 [Klebsiella pneumoniae],Not Mutated found,0,95
YP_005225160.1,hypoxanthine-guanine phosphoribosyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92883.1 hypoxanthine phosphoribosyltransferase [Klebsiella pneumoniae],Not Mutated found,0,178
YP_005226497.1,peptide ABC transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94112.1 ABC transporter ATP-binding protein [Klebsiella pneumoniae],Not Mutated found,0,269
YP_005224803.1,aspartate carbamoyltransferase regulatory subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92549.1 aspartate carbamoyltransferase regulatory subunit [Klebsiella pneumoniae],Not Mutated found,0,153
YP_005225790.1,universal stress protein UspG,GCA_002156725.1 ARS93468.1 universal stress protein UspG [Klebsiella pneumoniae],Not Mutated found,0,142
