Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Category
YP_005220992.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17862.1 hypothetical protein C5707_028675 (plasmid) [Klebsiella pneumoniae],Mutated,45,162,Hypothetical Proteins
YP_005220910.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26278.1 hypothetical protein AM386_31655 (plasmid) [Klebsiella pneumoniae],Mutated,4,70,Hypothetical Proteins
YP_005220998.1,Fip (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_011045595.1 QIF54473.1 hypothetical protein FU841_22715 [Klebsiella pneumoniae],Mutated,168,42,Hypothetical Proteins
YP_005229749.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17986.1 hypothetical protein C5707_029525 (plasmid) [Klebsiella pneumoniae],Mutated,24,123,Hypothetical Proteins
YP_005220835.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26373.1 hypothetical protein AM386_31965 (plasmid) [Klebsiella pneumoniae],Mutated,10,129,Hypothetical Proteins
YP_005220914.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26276.1 hypothetical protein AM386_31635 (plasmid) [Klebsiella pneumoniae],Mutated,91,565,Hypothetical Proteins
YP_005229708.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97432.1 hypothetical protein B9G35_28785 (plasmid) [Klebsiella pneumoniae],Mutated,33,132,Hypothetical Proteins
YP_005220879.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26303.1 hypothetical protein AM386_31810 (plasmid) [Klebsiella pneumoniae],Mutated,3,157,Hypothetical Proteins
YP_005229712.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97435.1 hypothetical protein B9G35_28805 (plasmid) [Klebsiella pneumoniae],Mutated,18,72,Hypothetical Proteins
YP_005220899.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26285.1 hypothetical protein AM386_31715 (plasmid) [Klebsiella pneumoniae],Mutated,5,91,Hypothetical Proteins
YP_005220931.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26262.1 hypothetical protein AM386_31555 (plasmid) [Klebsiella pneumoniae],Mutated,8,214,Hypothetical Proteins
YP_005220884.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26298.1 hypothetical protein AM386_31785 (plasmid) [Klebsiella pneumoniae],Mutated,9,142,Hypothetical Proteins
YP_005220818.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26377.1 hypothetical protein AM386_32150 (plasmid) [Klebsiella pneumoniae],Mutated,62,84,Hypothetical Proteins
YP_005229709.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002903005.1 AUV35769.1 hypothetical protein C2U50_02945 (plasmid) [Klebsiella pneumoniae],Mutated,1,68,Hypothetical Proteins
YP_005220902.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26366.1 hypothetical protein AM386_31700 (plasmid) [Klebsiella pneumoniae],Mutated,3,59,Hypothetical Proteins
YP_005220816.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26356.1 hypothetical protein AM386_32160 (plasmid) [Klebsiella pneumoniae],Mutated,12,143,Hypothetical Proteins
YP_005229737.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97458.1 hypothetical protein B9G35_28945 (plasmid) [Klebsiella pneumoniae],Mutated,21,116,Hypothetical Proteins
YP_005229633.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC20438.1 hypothetical protein AM386_00500 (plasmid) [Klebsiella pneumoniae],Mutated,12,40,Hypothetical Proteins
YP_005229765.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC20447.1 hypothetical protein AM386_00755 (plasmid) [Klebsiella pneumoniae],Mutated,1,38,Hypothetical Proteins
YP_005220948.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26249.1 hypothetical protein AM386_31475 (plasmid) [Klebsiella pneumoniae],Mutated,5,214,Hypothetical Proteins
YP_005229755.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97474.1 hypothetical protein B9G35_29045 (plasmid) [Klebsiella pneumoniae],Mutated,31,106,Hypothetical Proteins
YP_005220906.1,"hypothetical protein, partial (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002202195.1 ASC26280.1 hypothetical protein AM386_31675 (plasmid) [Klebsiella pneumoniae],Mutated,39,65,Hypothetical Proteins
YP_005220956.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17832.1 hypothetical protein C5707_028505 (plasmid) [Klebsiella pneumoniae],Mutated,11,157,Hypothetical Proteins
YP_005229704.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002752775.1 ATQ96365.1 hypothetical protein CTI54_25540 [Klebsiella pneumoniae],Mutated,4,133,Hypothetical Proteins
YP_005220866.1,Gp21 (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26312.1 hypothetical protein AM386_31860 (plasmid) [Klebsiella pneumoniae],Mutated,4042,873,Hypothetical Proteins
YP_005221037.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02634.1 hypothetical protein B8O09_27580 [Klebsiella pneumoniae],Mutated,2,103,Hypothetical Proteins
YP_005221044.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02639.1 hypothetical protein B8O09_27605 [Klebsiella pneumoniae],Mutated,1,125,Hypothetical Proteins
YP_005229725.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97449.1 hypothetical protein B9G35_28880 (plasmid) [Klebsiella pneumoniae],Mutated,3,273,Hypothetical Proteins
YP_005229689.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC20511.1 hypothetical protein AM386_01135 (plasmid) [Klebsiella pneumoniae],Mutated,41,229,Hypothetical Proteins
YP_005220950.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17827.1 hypothetical protein C5707_028475 (plasmid) [Klebsiella pneumoniae],Mutated,4,144,Hypothetical Proteins
YP_005221056.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02715.1 hypothetical protein B8O09_27990 [Klebsiella pneumoniae],Mutated,2,128,Hypothetical Proteins
YP_005221026.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_004119955.1 QAW65065.1 hypothetical protein C2L61_30415 (plasmid) [Klebsiella pneumoniae],Mutated,17,57,Hypothetical Proteins
YP_005229684.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC20515.1 hypothetical protein AM386_01160 (plasmid) [Klebsiella pneumoniae],Mutated,13,200,Hypothetical Proteins
YP_005220967.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE18040.1 hypothetical protein C5707_028560 (plasmid) [Klebsiella pneumoniae],Mutated,21,48,Hypothetical Proteins
