Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Enzyme_Type
YP_005228088.1,chorismate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95711.1 chorismate synthase [Klebsiella pneumoniae],Mutated,4,361,synthase
YP_005229606.1,F0F1 ATP synthase subunit epsilon [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92056.1 ATP synthase epsilon chain [Klebsiella pneumoniae],Mutated,2,137,synthase
YP_005226786.1,dithiobiotin synthetase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94452.1 dethiobiotin synthase [Klebsiella pneumoniae],Mutated,35,198,synthase
YP_005228184.1,dihydrodipicolinate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95796.1 4-hydroxy-tetrahydrodipicolinate synthase [Klebsiella pneumoniae],Mutated,1,292,synthase
YP_005227653.1,division-specific transpeptidase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97262.1 peptidoglycan synthase [Klebsiella pneumoniae],Mutated,7,582,synthase
YP_005227484.1,cardiolipin synthetase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95077.1 cardiolipin synthase A [Klebsiella pneumoniae],Mutated,1,486,synthase
YP_005225736.1,enterochelin synthetase component D [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93417.1 enterobactin synthase [Klebsiella pneumoniae],Mutated,12,207,synthase
YP_005224513.1,thiamin biosynthesis protein for pyrimidine moiety [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92280.1 phosphomethylpyrimidine synthase ThiC [Klebsiella pneumoniae],Mutated,9,631,synthase
YP_005228599.1,thymidylate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002752775.1 ATQ92691.1 thymidylate synthase [Klebsiella pneumoniae],Mutated,4,264,synthase
YP_005227529.1,2-dehydro-3-deoxyphosphooctonate aldolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95115.1 3-deoxy-8-phosphooctulonate synthase [Klebsiella pneumoniae],Mutated,1,284,synthase
YP_005229132.1,putative RNA-binding protein with unique protein fold [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96771.1 L-threonylcarbamoyladenylate synthase type 1 TsaC [Klebsiella pneumoniae],Mutated,1,190,synthase
YP_005227840.1,imidazole glycerol phosphate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95482.1 imidazole glycerol phosphate synthase subunit HisH [Klebsiella pneumoniae],Mutated,6,196,synthase
YP_005228026.1,O-succinylbenzoic acid synthetase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95653.1 o-succinylbenzoate synthase [Klebsiella pneumoniae],Mutated,15,321,synthase
YP_005224414.1,acetolactate synthase 2 catalytic subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92179.1 acetolactate synthase 2 catalytic subunit [Klebsiella pneumoniae],Mutated,4,548,synthase
YP_005229398.1,selenocysteine synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97026.1 L-selenocysteinyl-tRNA(Sec) synthase [Klebsiella pneumoniae],Mutated,31,462,synthase
YP_005225782.1,"2,3-diketo-5-methylthio-1-phosphopentane phosphatase [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93460.1 acireductone synthase [Klebsiella pneumoniae],Mutated,7,229,synthase
YP_005225863.1,type II citrate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93538.1 citrate (Si)-synthase [Klebsiella pneumoniae],Mutated,1,427,synthase
YP_005225928.1,8-amino-7-oxononanoate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93593.1 8-amino-7-oxononanoate synthase [Klebsiella pneumoniae],Mutated,17,385,synthase
YP_005227641.1,para-aminobenzoate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95214.1 aminodeoxychorismate synthase subunit I [Klebsiella pneumoniae],Mutated,26,451,synthase
YP_005224448.1,porphobilinogen deaminase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92215.1 hydroxymethylbilane synthase [Klebsiella pneumoniae],Mutated,10,313,synthase
YP_005229247.1,glycogen synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96886.1 glycogen synthase [Klebsiella pneumoniae],Mutated,1,477,synthase
YP_005228482.1,tRNA pseudouridine synthase D [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96151.1 tRNA pseudouridine(13) synthase TruD [Klebsiella pneumoniae],Mutated,5,349,synthase
YP_005225070.1,RluA family pseudouridine synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92803.1 bifunctional tRNA pseudouridine(32) synthase/ribosomal large subunit pseudouridine synthase RluA [Klebsiella pneumoniae],Mutated,3,219,synthase
