Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Enzyme_Type
YP_005227229.1,glucose dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS94850.1 membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family [Klebsiella pneumoniae]",Mutated,15,790,dehydrogenase
YP_005225869.1,alpha-ketoglutarate decarboxylase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93543.1 2-oxoglutarate dehydrogenase subunit E1 [Klebsiella pneumoniae],Mutated,6,935,dehydrogenase
YP_005225426.1,putative electron transfer flavoprotein-NAD/FAD/quinone oxidoreductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93126.1 3-oxosteroid 1-dehydrogenase [Klebsiella pneumoniae],Mutated,27,558,dehydrogenase
YP_005226440.1,putative 2-deoxy-D-gluconate 3-dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94059.1 2-deoxy-D-gluconate 3-dehydrogenase [Klebsiella pneumoniae],Mutated,5,253,dehydrogenase
YP_005226666.1,putative oxidoreductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94341.1 alcohol dehydrogenase [Klebsiella pneumoniae],Mutated,31,327,dehydrogenase
YP_005229403.1,mannitol-1-phosphate dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97031.1 mannitol-1-phosphate 5-dehydrogenase [Klebsiella pneumoniae],Mutated,10,382,dehydrogenase
YP_005227620.1,D-amino acid dehydrogenase small subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95196.1 D-amino acid dehydrogenase small subunit [Klebsiella pneumoniae],Mutated,35,407,dehydrogenase
YP_005227465.1,putative glycine/D-amino acid oxidase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95060.1 amino acid dehydrogenase [Klebsiella pneumoniae],Mutated,23,417,dehydrogenase
YP_005226927.1,6-phosphogluconate dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94580.1 6-phosphogluconate dehydrogenase [Klebsiella pneumoniae],Mutated,9,291,dehydrogenase
YP_005224901.1,NAD(P)H dehydrogenase (quinone) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92644.1 NAD(P)H dehydrogenase (quinone) [Klebsiella pneumoniae],Mutated,10,260,dehydrogenase
YP_005225864.1,"succinate dehydrogenase, cytochrome b556 subunit",GCA_002156725.1 ARS93539.1 succinate dehydrogenase cytochrome b556 large subunit [Klebsiella pneumoniae],Mutated,44,91,dehydrogenase
YP_005226692.1,"glutamate dehydrogenase, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94367.1 glutamate dehydrogenase [Klebsiella pneumoniae],Mutated,294,131,dehydrogenase
YP_005228678.1,putative NAD(P)H oxidoreductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96338.1 NAD(P)H dehydrogenase [Klebsiella pneumoniae],Mutated,11,185,dehydrogenase
YP_005227411.1,shikimate 5-dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95014.1 shikimate dehydrogenase [Klebsiella pneumoniae],Mutated,15,278,dehydrogenase
YP_005227655.1,succinate dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95228.1 succinate dehydrogenase [Klebsiella pneumoniae],Mutated,1,41,dehydrogenase
YP_005227193.1,putative NAD-dependent aldehyde dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94815.1 salicylaldehyde dehydrogenase [Klebsiella pneumoniae],Mutated,12,477,dehydrogenase
YP_005227837.1,histidinol dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95479.1 histidinol dehydrogenase [Klebsiella pneumoniae],Mutated,19,434,dehydrogenase
YP_005227495.1,bifunctional acetaldehyde-CoA/alcohol dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95087.1 bifunctional acetaldehyde-CoA/alcohol dehydrogenase [Klebsiella pneumoniae],Mutated,3,891,dehydrogenase
YP_005226420.1,aldehyde dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94042.1 N-succinylglutamate 5-semialdehyde dehydrogenase [Klebsiella pneumoniae],Mutated,793,492,dehydrogenase
YP_005229075.1,malate dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96715.1 malate dehydrogenase [Klebsiella pneumoniae],Mutated,1,312,dehydrogenase
YP_005228894.1,short-chain dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96542.1 short-chain dehydrogenase [Klebsiella pneumoniae],Mutated,9,48,dehydrogenase
YP_005229251.1,aspartate-semialdehyde dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96890.1 aspartate-semialdehyde dehydrogenase [Klebsiella pneumoniae],Mutated,3,368,dehydrogenase
YP_005224541.1,sorbitol-6-phosphate 2-dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92307.1 sorbitol-6-phosphate 2-dehydrogenase [Klebsiella pneumoniae],Mutated,4,267,dehydrogenase
YP_005226664.1,phenylacetaldehyde dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94339.1 phenylacetaldehyde dehydrogenase [Klebsiella pneumoniae],Mutated,13,499,dehydrogenase
YP_005226706.1,glyceraldehyde-3-phosphate dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94377.1 type I glyceraldehyde-3-phosphate dehydrogenase [Klebsiella pneumoniae],Mutated,4,332,dehydrogenase
YP_005228988.1,galactitol-1-phosphate dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96632.1 galactitol-1-phosphate 5-dehydrogenase [Klebsiella pneumoniae],Mutated,5,347,dehydrogenase
YP_005227903.1,D-arabinitol dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95541.1 D-arabinitol 4-dehydrogenase [Klebsiella pneumoniae],Mutated,18,455,dehydrogenase
YP_005227362.1,gluconate 2-dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94971.1 gluconate 2-dehydrogenase [Klebsiella pneumoniae],Mutated,7,594,dehydrogenase
