Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Enzyme_Type
YP_005229272.1,high-affinity branched-chain amino acid transporter membrane component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96910.1 branched-chain amino acid ABC transporter permease LivH [Klebsiella pneumoniae],Mutated,1,308,permease
YP_005224928.1,4-hydroxyphenylacetate permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92671.1 4-hydroxyphenylacetate permease [Klebsiella pneumoniae],Mutated,11,452,permease
YP_005226754.1,putative tartrate:succinate antiporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94425.1 anion permease [Klebsiella pneumoniae],Mutated,26,478,permease
YP_005224557.1,maltose transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92322.1 maltose ABC transporter permease MalF [Klebsiella pneumoniae],Mutated,3,514,permease
YP_005224360.1,putative inner-membrane translocator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97109.1 branched-chain amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,9,335,permease
YP_005227593.1,"high-affinity branched-chain amino acid transport, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95175.1 branched-chain amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,133,306,permease
YP_005229391.1,D-xylose transport permease ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97017.1 sugar ABC transporter permease [Klebsiella pneumoniae],Mutated,1,393,permease
YP_005225381.1,proline permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93083.1 proline-specific permease ProY [Klebsiella pneumoniae],Mutated,6,457,permease
YP_005229598.1,phosphate transporter permease subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS92051.1 phosphate ABC transporter, permease protein PstA [Klebsiella pneumoniae]",Mutated,1,296,permease
YP_005224900.1,ribose high-affinity ABC transporter permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92643.1 sugar ABC transporter permease [Klebsiella pneumoniae],Mutated,6,318,permease
YP_005228456.1,iron transporter: fur regulated [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96125.1 iron ABC transporter permease [Klebsiella pneumoniae],Mutated,6,284,permease
YP_005229599.1,phosphate transporter permease subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92052.1 phosphate ABC transporter permease subunit PstC [Klebsiella pneumoniae],Mutated,28,303,permease
YP_005227850.1,lipopolysaccharide O-antigen ABC transport system transmembrane component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97275.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,1,255,permease
YP_005229306.1,nickel transporter permease NikB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96940.1 nickel ABC transporter permease subunit NikB [Klebsiella pneumoniae],Mutated,9,314,permease
YP_005226411.1,putative ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94034.1 thiamine ABC transporter permease [Klebsiella pneumoniae],Mutated,38,508,permease
YP_005228066.1,histidine and lysine/arginine/ornithine transport system ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95692.1 amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,1,228,permease
YP_005225280.1,gamma-aminobutyrate transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92993.1 GABA permease [Klebsiella pneumoniae],Mutated,7,466,permease
YP_005228767.1,nucleoside permease NupG [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96424.1 nucleoside permease [Klebsiella pneumoniae],Mutated,4,417,permease
YP_005227251.1,putative peptide transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94870.1 dipeptide/tripeptide permease A [Klebsiella pneumoniae],Mutated,1,501,permease
YP_005225704.1,putative binding-protein-dependent transport systems inner membrane component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93388.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,8,221,permease
YP_005227949.1,beta-methylgalactoside transporter inner membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95580.1 galactoside ABC transporter permease MglC [Klebsiella pneumoniae],Mutated,2,336,permease
YP_005228050.1,sodium/sulfate symporter family transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95677.1 SLC13 family permease [Klebsiella pneumoniae],Mutated,6,610,permease
YP_005227177.1,L-asparagine permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94803.1 amino acid permease [Klebsiella pneumoniae],Mutated,6,484,permease
YP_005224309.1,ribose ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92075.1 ribose ABC transporter permease [Klebsiella pneumoniae],Mutated,2,321,permease
YP_005225347.1,S-methylmethionine transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93052.1 S-methylmethionine permease [Klebsiella pneumoniae],Mutated,7,469,permease
YP_005227379.1,amino acid ABC transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94986.1 amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,1,254,permease
YP_005226840.1,high-affinity branched-chain amino acid ABC transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94501.1 urea ABC transporter permease subunit UrtC [Klebsiella pneumoniae],Mutated,7,357,permease
YP_005227440.1,"iron compound ABC superfamily ATP binding cassette transporter, binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95039.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,12,345,permease
YP_005224899.1,ribose high-affinity ABC transporter permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92642.1 sugar ABC transporter permease [Klebsiella pneumoniae],Mutated,5,323,permease
YP_005225771.1,cytosine permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93449.1 cytosine permease [Klebsiella pneumoniae],Mutated,11,420,permease
YP_005227358.1,heme ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94968.1 heme ABC transporter permease [Klebsiella pneumoniae],Mutated,7,245,permease
