Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Category
YP_005226826.1,MFS transporter,GCA_002156725.1 ARS94492.1 MFS transporter [Klebsiella pneumoniae],Mutated,389,44,Transporters
YP_005227721.1,putative oligogalacturonide transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95288.1 MFS transporter [Klebsiella pneumoniae],Mutated,21,503,Transporters
YP_005226798.1,putative general substrate transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94465.1 MFS transporter [Klebsiella pneumoniae],Mutated,9,427,Transporters
YP_005227792.1,"hypothetical protein KPHS_34920, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_003367555.1 AXK96318.1 threonine transporter [Klebsiella pneumoniae],Mutated,84,84,Transporters
YP_005228682.1,putative transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96342.1 MFS transporter [Klebsiella pneumoniae],Mutated,15,462,Transporters
YP_005228549.1,cobalt transporter ATP-binding subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96213.1 energy-coupling factor ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,6,274,Transporters
YP_005225626.1,sucrose porin [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97163.1 sucrose porin [Klebsiella pneumoniae],Mutated,9,505,Transporters
YP_005224598.1,ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92359.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,4,277,Transporters
YP_005229214.1,outer membrane porin [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96852.1 DNA transporter HofQ [Klebsiella pneumoniae],Mutated,13,414,Transporters
YP_005228116.1,nucleoside permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95734.1 NupC/NupG family nucleoside CNT transporter [Klebsiella pneumoniae],Mutated,2,400,Transporters
YP_005225020.1,"low-affinity transport system, proline permease II [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS92754.1 MFS transporter [Klebsiella pneumoniae],Mutated,10,434,Transporters
YP_005224767.1,sugar ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92518.1 sugar ABC transporter permease [Klebsiella pneumoniae],Mutated,5,341,Transporters
YP_005225971.1,glutamine ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93635.1 glutamine ABC transporter permease GlnP [Klebsiella pneumoniae],Mutated,3,219,Transporters
YP_005226885.1,putative ABC-type metal ion transport system inner membrane component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94543.1 metal ABC transporter permease [Klebsiella pneumoniae],Mutated,8,219,Transporters
YP_005226919.1,phosphoenolpyruvate-dependent PTS family enzyme IIA component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94573.1 PTS sugar transporter subunit IIA [Klebsiella pneumoniae],Mutated,69,147,Transporters
YP_005226528.1,putative MFS-family transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94210.1 MFS transporter [Klebsiella pneumoniae],Mutated,34,400,Transporters
YP_005227391.1,putative ABC transporter periplasmic solute-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94996.1 sulfonate ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,7,320,Transporters
YP_005229308.1,nickel transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96942.1 ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,9,254,Transporters
YP_005229316.1,amino acid/peptide transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96950.1 MFS transporter [Klebsiella pneumoniae],Mutated,21,482,Transporters
YP_005227378.1,putative ABC transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97249.1 polar amino acid ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,2,240,Transporters
YP_005225651.1,putative amino acid/amine transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93341.1 APC family amino acid permease [Klebsiella pneumoniae],Mutated,4,499,Transporters
YP_005225369.1,DUF2076 domain-containing protein,GCA_002156725.1 ARS93071.1 ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,11,236,Transporters
YP_005229294.1,"PerM family permease, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96930.1 permease [Klebsiella pneumoniae],Mutated,220,135,Transporters
YP_005228111.1,ion channel protein,GCA_002156725.1 ARS95730.1 ion channel protein [Klebsiella pneumoniae],Mutated,8,411,Transporters
YP_005229006.1,tryptophan permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96649.1 tryptophan permease [Klebsiella pneumoniae],Mutated,9,414,Transporters
YP_005226939.1,fucose permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94591.1 L-fucose:H+ symporter permease [Klebsiella pneumoniae],Mutated,132,325,Transporters
YP_005225821.1,glutamate/aspartate periplasmic binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93497.1 glutamate/aspartate ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,3,303,Transporters
YP_005227519.1,"nitrate ABC transporter, inner membrane subunit, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]","GCA_002156725.1 ARS95108.1 nitrate ABC transporter, permease protein [Klebsiella pneumoniae]",Mutated,187,116,Transporters
YP_005228938.1,putative transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96586.1 autoinducer 2 import system permease LsrD [Klebsiella pneumoniae],Mutated,6,332,Transporters
YP_005224810.1,C4-dicarboxylate anaerobic carrier [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92556.1 C4-dicarboxylate ABC transporter [Klebsiella pneumoniae],Mutated,3,472,Transporters
YP_005225673.1,putative transport [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93361.1 miniconductance mechanosensitive channel [Klebsiella pneumoniae],Mutated,3,414,Transporters
YP_005227762.1,MFS superfamily transporter signal transducer [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95359.1 MFS transporter [Klebsiella pneumoniae],Mutated,9,426,Transporters
YP_005227236.1,major facilitator family transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94857.1 MFS transporter [Klebsiella pneumoniae],Mutated,45,384,Transporters
YP_005226701.1,shikimate and dehydroshikimate transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94374.1 MFS transporter [Klebsiella pneumoniae],Mutated,14,440,Transporters
YP_005225610.1,di-/tripeptide transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93307.1 MFS transporter [Klebsiella pneumoniae],Mutated,3,491,Transporters
YP_005225086.1,major facilitator superfamily permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92817.1 MFS transporter [Klebsiella pneumoniae],Mutated,45,436,Transporters
YP_005224538.1,sorbose permease IIC component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92304.1 PTS mannose/fructose/sorbose transporter subunit IIC [Klebsiella pneumoniae],Mutated,2,266,Transporters
YP_005225505.1,putative cation:proton antiport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93199.1 Kef family K(+) transporter [Klebsiella pneumoniae],Mutated,3,558,Transporters
YP_005226070.1,arginine 3rd transport system periplasmic binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93733.1 arginine ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,4,243,Transporters
YP_005225898.1,molybdate transport system ATP-binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93568.1 molybdate ABC transporter ATP-binding protein ModF [Klebsiella pneumoniae],Mutated,247,282,Transporters
YP_005227491.1,oligopeptide ABC transporter substrate-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95084.1 peptide ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,1,544,Transporters
YP_005227711.1,putative oligogalacturonide transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95278.1 MFS transporter [Klebsiella pneumoniae],Mutated,6,527,Transporters
YP_005224553.1,putative amino acid transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92318.1 branched-chain amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,4,246,Transporters
YP_005227014.1,glutamine ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94658.1 polar amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,6,221,Transporters
YP_005225351.1,taurine transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93056.1 taurine transporter subunit [Klebsiella pneumoniae],Mutated,5,275,Transporters
YP_005228187.1,putative permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95799.1 AI-2E family transporter [Klebsiella pneumoniae],Mutated,2,353,Transporters
YP_005229407.1,L-lactate permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97035.1 L-lactate permease [Klebsiella pneumoniae],Mutated,3,551,Transporters
YP_005224359.1,rhamnose ABC transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92126.1 branched-chain amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,8,334,Transporters
YP_005227398.1,putative 3-hydroxyphenylpropionic transporter MhpT [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95002.1 3-(3-hydroxy-phenyl)propionate transporter MhpT [Klebsiella pneumoniae],Mutated,14,398,Transporters
YP_005227409.1,putative ABC transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95012.1 ABC transporter [Klebsiella pneumoniae],Mutated,11,249,Transporters
YP_005227408.1,ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95011.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,15,335,Transporters
YP_005225135.1,aromatic amino acid transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92865.1 aromatic amino acid transporter AroP [Klebsiella pneumoniae],Mutated,2,456,Transporters
YP_005227487.1,oligopeptide ABC transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95080.1 ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,2,334,Transporters
YP_005226001.1,"putative proton/sugar symporter, LacY [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93664.1 MFS transporter [Klebsiella pneumoniae],Mutated,10,413,Transporters
YP_005225796.1,fluoride efflux transporter CrcB,GCA_002156725.1 ARS93474.1 fluoride ion transporter CrcB [Klebsiella pneumoniae],Mutated,1,127,Transporters
YP_005225903.1,molybdenum transport ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97175.1 molybdenum ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,12,352,Transporters
YP_005228982.1,"PTS family enzyme IIB'BC, fructose-specific [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96626.1 PTS fructose transporter subunit IIC [Klebsiella pneumoniae],Mutated,2,470,Transporters
YP_005225793.1,DcuC family dicarboxylate transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93471.1 anaerobic C4-dicarboxylate transporter DcuC [Klebsiella pneumoniae],Mutated,8,457,Transporters
YP_005224349.1,PTS family protein IIA component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92116.1 PTS fructose transporter subunit IIA [Klebsiella pneumoniae],Mutated,4,145,Transporters
YP_005229334.1,C4-dicarboxylate transporter DctA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96967.1 C4-dicarboxylate transporter [Klebsiella pneumoniae],Mutated,2,428,Transporters
YP_005229278.1,aromatic amino acid transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96914.1 amino acid permease [Klebsiella pneumoniae],Mutated,3,414,Transporters
YP_005225341.1,high-affinity branched-chain amino acid ABC transporter substrate-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93048.1 branched-chain amino acid ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,11,368,Transporters
YP_005228608.1,lysophospholipid transporter LplT,GCA_002156725.1 ARS96270.1 MFS transporter [Klebsiella pneumoniae],Mutated,6,397,Transporters
YP_005224836.1,putative SN-glycerol-3-phosphate transport system permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97129.1 sugar ABC transporter permease [Klebsiella pneumoniae],Mutated,19,294,Transporters
YP_005229373.1,general substrate transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96999.1 MFS transporter [Klebsiella pneumoniae],Mutated,3,426,Transporters
YP_005229376.1,major facilitator superfamily permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97002.1 aromatic acid/H+ symport family MFS transporter [Klebsiella pneumoniae],Mutated,7,451,Transporters
YP_005224361.1,putative ABC transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92127.1 sugar ABC transporter [Klebsiella pneumoniae],Mutated,7,503,Transporters
YP_005225757.1,putative ABC transport system ATPase component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93438.1 ABC transporter [Klebsiella pneumoniae],Mutated,15,500,Transporters
YP_005227081.1,lactose/cellobiose-specific PTS family enzyme IIB component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002761315.1 ATU09426.1 PTS sugar transporter subunit IIB [Klebsiella pneumoniae],Mutated,2,107,Transporters
YP_005224959.1,PTS system mannose/fructose/sorbose transporter subunit IID [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92700.1 PTS mannose transporter subunit IID [Klebsiella pneumoniae],Mutated,6,283,Transporters
YP_005226502.1,peptide transport periplasmic protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94187.1 peptide ABC transporter substrate-binding protein SapA [Klebsiella pneumoniae],Mutated,67,518,Transporters
YP_005225420.1,putative transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93120.1 MFS transporter [Klebsiella pneumoniae],Mutated,3,454,Transporters
YP_005227486.1,putative potassium channel protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95079.1 transporter [Klebsiella pneumoniae],Mutated,2,275,Transporters
YP_005228516.1,serine transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96182.1 serine transporter [Klebsiella pneumoniae],Mutated,4,429,Transporters
YP_005227694.1,high-affinity zinc transporter ATPase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95261.1 zinc ABC transporter ATP-binding protein ZnuC [Klebsiella pneumoniae],Mutated,13,239,Transporters
YP_005228651.1,nickel/cobalt transporter,GCA_002156725.1 ARS96314.1 nickel transporter [Klebsiella pneumoniae],Mutated,12,318,Transporters
YP_005229062.1,putative transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96702.1 MFS transporter [Klebsiella pneumoniae],Mutated,21,427,Transporters
YP_005228410.1,glucitol/sorbitol-specific PTS system component IIA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96081.1 PTS glucitol/sorbitol transporter subunit IIA [Klebsiella pneumoniae],Mutated,2,120,Transporters
YP_005225472.1,putative binding-protein-dependent transport systems inner membrane component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93169.1 sugar ABC transporter permease [Klebsiella pneumoniae],Mutated,3,283,Transporters
YP_005228454.1,ABC transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96123.1 manganese/iron transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,12,273,Transporters
YP_005226431.1,PEP-dependent phosphotransferase enzyme II [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS94050.1 PTS N,N'-diacetylchitobiose transporter subunit IIC [Klebsiella pneumoniae]",Mutated,36,417,Transporters
YP_005229390.1,D-xylose transport system ATP-binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97016.1 xylose ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,11,513,Transporters
YP_005227412.1,major facilitator superfamily permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95015.1 MFS transporter [Klebsiella pneumoniae],Mutated,7,440,Transporters
YP_005229356.1,dipeptide transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96985.1 dipeptide ABC transporter permease DppC [Klebsiella pneumoniae],Mutated,4,300,Transporters
YP_005224362.1,rhamnose transport system substrate-binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92128.1 rhamnose ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,4,328,Transporters
YP_005227390.1,putative ABC-type taurine transport system periplasmic binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94995.1 ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,17,345,Transporters
YP_005229525.1,"putative phosphotransferase system, EIIC [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS91982.1 PTS cellobiose transporter subunit IIC [Klebsiella pneumoniae],Mutated,3,440,Transporters
YP_005226150.1,alkanesulfonate transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93803.1 alkanesulfonate transporter permease subunit [Klebsiella pneumoniae],Mutated,5,263,Transporters
YP_005226109.1,MFS family transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93770.1 MFS transporter [Klebsiella pneumoniae],Mutated,8,382,Transporters
YP_005226881.1,putative sugar transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94540.1 MFS transporter [Klebsiella pneumoniae],Mutated,23,385,Transporters
YP_005229588.1,putative membrane / transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92043.1 adenine permease PurP [Klebsiella pneumoniae],Mutated,2,445,Transporters
YP_005227930.1,putative ABC-type proline/glycine betaine transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95561.1 osmoprotectant uptake system permease [Klebsiella pneumoniae],Mutated,25,385,Transporters
YP_005229553.1,putative Gnt-family transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92008.1 D-serine transporter DsdX [Klebsiella pneumoniae],Mutated,8,445,Transporters
YP_005225632.1,putative ABC transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93325.1 iron ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,16,265,Transporters
YP_005227459.1,vitamin B12 ABC transport system ATP-binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95054.1 vitamin B12 ABC transporter ATP-binding protein BtuD [Klebsiella pneumoniae],Mutated,14,249,Transporters
YP_005229480.1,putative purine/xanthine transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97095.1 xanthine permease XanP [Klebsiella pneumoniae],Mutated,1,463,Transporters
YP_005224560.1,maltoporin [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92326.1 maltoporin [Klebsiella pneumoniae],Mutated,23,429,Transporters
YP_005225079.1,thiamine transport system ATP-binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92811.1 thiamine ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,4,233,Transporters
YP_005224443.1,putative amino acid/amine transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92211.1 amino acid permease [Klebsiella pneumoniae],Mutated,3,461,Transporters
YP_005226412.1,ABC transporter substrate-binding protein,GCA_002156725.1 ARS94035.1 ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,24,392,Transporters
YP_005226496.1,putative allantoin permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94111.1 cytosine permease [Klebsiella pneumoniae],Mutated,24,459,Transporters
YP_005226686.1,putative outer membrane efflux protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94361.1 transporter [Klebsiella pneumoniae],Mutated,16,459,Transporters
YP_005225349.1,taurine ABC transporter substrate-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93054.1 taurine ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,2,320,Transporters
YP_005224795.1,putative phosphotransferase protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92542.1 PTS sugar transporter subunit IIB [Klebsiella pneumoniae],Mutated,21,87,Transporters
YP_005227200.1,putative transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94823.1 spermidine/putrescine ABC transporter permease [Klebsiella pneumoniae],Mutated,6,268,Transporters
YP_005226987.1,amino acid exporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94631.1 lysine transporter LysE [Klebsiella pneumoniae],Mutated,42,181,Transporters
YP_005227978.1,oligopeptide ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95607.1 microcin ABC transporter permease [Klebsiella pneumoniae],Mutated,4,341,Transporters
YP_005224832.1,ABC transporter substrate-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92581.1 ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,26,436,Transporters
YP_005227191.1,"dipeptide ABC superfamily ATP binding cassette transporter, binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94814.1 ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,453,96,Transporters
YP_005225699.1,DMT family transporter,GCA_002156725.1 ARS93383.1 EamA family transporter [Klebsiella pneumoniae],Mutated,31,302,Transporters
YP_005225731.1,sugar ABC transporter periplasmic sugar-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93412.1 ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,6,311,Transporters
YP_005227461.1,putative outer membrane lipoprotein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95056.1 methionine ABC transporter substrate-binding protein MetQ [Klebsiella pneumoniae],Mutated,6,263,Transporters
YP_005224352.1,AzlC family ABC transporter permease,GCA_002156725.1 ARS92119.1 branched-chain amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,44,192,Transporters
YP_005229530.1,2-aminoethylphosphonate ABC transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91985.1 2-aminoethylphosphonate ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,7,286,Transporters
YP_005226842.1,putative ABC transport ATP-binding subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94503.1 ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,8,232,Transporters
YP_005226825.1,"putative proton/sugar symporter, LacY [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94492.1 MFS transporter [Klebsiella pneumoniae],Mutated,44,385,Transporters
YP_005229277.1,high-affinity branched-chain amino acid transporter periplasmic binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96913.1 branched chain amino acid ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,10,367,Transporters
YP_005225998.1,peptide ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93660.1 glutathione ABC transporter permease GsiC [Klebsiella pneumoniae],Mutated,1,306,Transporters
YP_005226930.1,putative general substrate transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94583.1 MFS transporter [Klebsiella pneumoniae],Mutated,14,456,Transporters
YP_005226112.1,putative formate transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93773.1 formate transporter FocA [Klebsiella pneumoniae],Mutated,1,285,Transporters
YP_005228127.1,CysZ [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95743.1 sulfate transporter CysZ [Klebsiella pneumoniae],Mutated,2,253,Transporters
YP_005228449.1,putative phosphotransferase protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96118.1 PTS cellobiose transporter subunit IIC [Klebsiella pneumoniae],Mutated,1,440,Transporters
YP_005229273.1,high-affinity branched-chain amino acid ABC transporter substrate-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96911.1 branched chain amino acid ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,5,369,Transporters
YP_005224673.1,anaerobic C4-dicarboxylate transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92423.1 C4-dicarboxylate ABC transporter [Klebsiella pneumoniae],Mutated,2,433,Transporters
YP_005229329.1,"metabolite/H+ symporter, major facilitator superfamily (MFS) [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96962.1 MFS transporter [Klebsiella pneumoniae],Mutated,2,440,Transporters
YP_005227386.1,ferric enterobactin transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94991.1 ABC transporter [Klebsiella pneumoniae],Mutated,10,273,Transporters
YP_005227521.1,nitrate transporter component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97255.1 nitrate/bicarbonate ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,31,418,Transporters
YP_005226152.1,aliphatic sulfonate ABC transporter substrate-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93805.1 aliphatic sulfonate ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,41,332,Transporters
YP_005228550.1,energy-coupling factor ABC transporter transmembrane protein,GCA_002156725.1 ARS96214.1 cobalt ECF transporter T component CbiQ [Klebsiella pneumoniae],Mutated,10,225,Transporters
YP_005226652.1,"outer membrane pore protein N, non-specific [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94329.1 phosphoporin PhoE [Klebsiella pneumoniae],Mutated,39,384,Transporters
