Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Category
YP_005226609.1,putative lipoprotein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94287.1 hypothetical protein B9G35_12930 [Klebsiella pneumoniae],Mutated,35,176,Hypothetical Proteins
YP_005227793.1,AAA family ATPase,GCA_003367555.1 AXK96317.1 hypothetical protein C2L60_09550 [Klebsiella pneumoniae],Mutated,11,626,Hypothetical Proteins
YP_005228367.1,putative phosphatase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96041.1 hypothetical protein B9G35_22440 [Klebsiella pneumoniae],Mutated,15,181,Hypothetical Proteins
YP_005226137.1,outer membrane protein 1A/OmpK35 porin [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02295.1 hypothetical protein B8O09_25630 [Klebsiella pneumoniae],Mutated,153,227,Hypothetical Proteins
YP_005227727.1,YecH family protein,GCA_002156725.1 ARS95294.1 hypothetical protein B9G35_18345 [Klebsiella pneumoniae],Mutated,3,79,Hypothetical Proteins
YP_005225022.1,acidic protein MsyB,GCA_002156725.1 ARS92756.1 hypothetical protein B9G35_04560 [Klebsiella pneumoniae],Mutated,16,241,Hypothetical Proteins
YP_005224942.1,hypothetical protein KPHS_06420 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92684.1 hypothetical protein B9G35_04135 [Klebsiella pneumoniae],Mutated,17,59,Hypothetical Proteins
YP_005227675.1,CopC domain-containing protein YobA,GCA_002156725.1 ARS95246.1 hypothetical protein B9G35_18095 [Klebsiella pneumoniae],Mutated,2,124,Hypothetical Proteins
YP_005228532.1,hypothetical protein KPHS_42320 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC21060.1 hypothetical protein AM386_04175 [Klebsiella pneumoniae],Mutated,2,39,Hypothetical Proteins
YP_005227480.1,hypothetical protein KPHS_31800 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23409.1 hypothetical protein AM386_17130 [Klebsiella pneumoniae],Mutated,5,46,Hypothetical Proteins
YP_005229142.1,DUF1992 domain-containing protein,GCA_002156725.1 ARS96782.1 hypothetical protein B9G35_26410 [Klebsiella pneumoniae],Mutated,4,122,Hypothetical Proteins
YP_005229039.1,BolA family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96679.1 hypothetical protein B9G35_25835 [Klebsiella pneumoniae],Mutated,1,84,Hypothetical Proteins
YP_005224843.1,hypothetical protein KPHS_05430 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92591.1 hypothetical protein B9G35_03625 [Klebsiella pneumoniae],Mutated,77,359,Hypothetical Proteins
YP_005229252.1,hypothetical protein KPHS_49520 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96891.1 hypothetical protein B9G35_26975 [Klebsiella pneumoniae],Mutated,7,120,Hypothetical Proteins
YP_005227672.1,Ecr family regulatory small membrane protein,GCA_002202195.1 ASC25486.1 hypothetical protein AM386_28675 [Klebsiella pneumoniae],Mutated,2,47,Hypothetical Proteins
YP_005224328.1,hypothetical protein KPHS_00280 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25940.1 hypothetical protein AM386_09690 [Klebsiella pneumoniae],Mutated,1,53,Hypothetical Proteins
YP_005226335.1,hypothetical protein KPHS_20350 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93968.1 hypothetical protein B9G35_11200 [Klebsiella pneumoniae],Mutated,3,65,Hypothetical Proteins
YP_005226660.1,YdbH domain-containing protein,GCA_002156725.1 ARS94336.1 hypothetical protein B9G35_13185 [Klebsiella pneumoniae],Mutated,616,280,Hypothetical Proteins
YP_005228793.1,hypothetical protein KPHS_44930 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96451.1 hypothetical protein B9G35_24615 [Klebsiella pneumoniae],Mutated,5,336,Hypothetical Proteins
YP_005228771.1,TraI domain-containing protein,GCA_002156725.1 ARS96429.1 hypothetical protein B9G35_24505 [Klebsiella pneumoniae],Mutated,13,429,Hypothetical Proteins
YP_005225144.1,hypothetical protein KPHS_08440 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92872.1 hypothetical protein B9G35_05165 [Klebsiella pneumoniae],Mutated,36,42,Hypothetical Proteins
YP_005225159.1,hypothetical protein KPHS_08590 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC22902.1 hypothetical protein AM386_14235 [Klebsiella pneumoniae],Mutated,1,39,Hypothetical Proteins
YP_005224626.1,type IV toxin-antitoxin system AbiEi family antitoxin,GCA_002156725.1 ARS92385.1 hypothetical protein B9G35_02495 [Klebsiella pneumoniae],Mutated,78,252,Hypothetical Proteins
YP_005224678.1,hypothetical protein KPHS_03780 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC22422.1 hypothetical protein AM386_11610 [Klebsiella pneumoniae],Mutated,1,48,Hypothetical Proteins
YP_005226613.1,hypothetical protein KPHS_23130 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94292.1 hypothetical protein B9G35_12955 [Klebsiella pneumoniae],Mutated,12,379,Hypothetical Proteins
YP_005227567.1,hypothetical protein KPHS_32670 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95145.1 hypothetical protein B9G35_17550 [Klebsiella pneumoniae],Mutated,482,342,Hypothetical Proteins
YP_005227189.1,DUF2526 family protein,GCA_002156725.1 ARS94813.1 hypothetical protein B9G35_15730 [Klebsiella pneumoniae],Mutated,2,77,Hypothetical Proteins
YP_005227741.1,lipoprotein,GCA_002156725.1 ARS95308.1 hypothetical protein B9G35_18430 [Klebsiella pneumoniae],Mutated,4,144,Hypothetical Proteins
YP_005227990.1,YejL family protein,GCA_002156725.1 ARS97286.1 hypothetical protein B9G35_20155 [Klebsiella pneumoniae],Mutated,29,103,Hypothetical Proteins
YP_005226819.1,ygbK domain protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94486.1 hypothetical protein B9G35_13985 [Klebsiella pneumoniae],Mutated,49,421,Hypothetical Proteins
YP_005226302.1,hypothetical protein KPHS_20020 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93939.1 hypothetical protein B9G35_11050 [Klebsiella pneumoniae],Mutated,22,114,Hypothetical Proteins
YP_005224893.1,antibiotic transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92636.1 hypothetical protein B9G35_03880 [Klebsiella pneumoniae],Mutated,22,374,Hypothetical Proteins
YP_005228296.1,iron-regulated membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95951.1 hypothetical protein B9G35_21950 [Klebsiella pneumoniae],Mutated,4,160,Hypothetical Proteins
YP_005227288.1,hypothetical protein KPHS_29880 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94904.1 hypothetical protein B9G35_16225 [Klebsiella pneumoniae],Mutated,10,171,Hypothetical Proteins
YP_005226576.1,hypothetical protein KPHS_22760 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94258.1 hypothetical protein B9G35_12770 [Klebsiella pneumoniae],Mutated,22,141,Hypothetical Proteins
YP_005227646.1,putative transmembrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95218.1 hypothetical protein B9G35_17935 [Klebsiella pneumoniae],Mutated,7,515,Hypothetical Proteins
YP_005224871.1,hypothetical protein KPHS_05720 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92614.1 hypothetical protein B9G35_03750 [Klebsiella pneumoniae],Mutated,14,174,Hypothetical Proteins
YP_005228021.1,putative porin [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95649.1 hypothetical protein B9G35_20320 [Klebsiella pneumoniae],Mutated,3,180,Hypothetical Proteins
YP_005226199.1,hypothetical protein KPHS_18990 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93853.1 hypothetical protein B9G35_10555 [Klebsiella pneumoniae],Mutated,3,73,Hypothetical Proteins
YP_005226849.1,hypothetical protein KPHS_25490 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24009.1 hypothetical protein AM386_20400 [Klebsiella pneumoniae],Mutated,1,42,Hypothetical Proteins
YP_005225212.1,DUF3461 family protein,GCA_002156725.1 ARS92926.1 hypothetical protein B9G35_05460 [Klebsiella pneumoniae],Mutated,1,128,Hypothetical Proteins
YP_005225395.1,hypothetical protein KPHS_10950 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23122.1 hypothetical protein AM386_15455 [Klebsiella pneumoniae],Mutated,1,38,Hypothetical Proteins
YP_005228237.1,hypothetical protein KPHS_39370 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95898.1 hypothetical protein B9G35_21645 [Klebsiella pneumoniae],Mutated,14,278,Hypothetical Proteins
YP_005225143.1,DUF3300 domain-containing protein,GCA_002156725.1 ARS92871.1 hypothetical protein B9G35_05160 [Klebsiella pneumoniae],Mutated,52,535,Hypothetical Proteins
YP_005224518.1,YjaG family protein,GCA_002156725.1 ARS92285.1 hypothetical protein B9G35_01940 [Klebsiella pneumoniae],Mutated,1,196,Hypothetical Proteins
YP_005228369.1,hypothetical protein KPHS_40690 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96043.1 hypothetical protein B9G35_22450 [Klebsiella pneumoniae],Mutated,1,59,Hypothetical Proteins
YP_005229181.1,putative regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96820.1 hypothetical protein B9G35_26605 [Klebsiella pneumoniae],Mutated,2,240,Hypothetical Proteins
YP_005224600.1,YjcB family protein,GCA_002156725.1 ARS92361.1 hypothetical protein B9G35_02365 [Klebsiella pneumoniae],Mutated,1,93,Hypothetical Proteins
YP_005225206.1,TRIC cation channel family protein,GCA_002156725.1 ARS92921.1 hypothetical protein B9G35_05430 [Klebsiella pneumoniae],Mutated,2,207,Hypothetical Proteins
YP_005225359.1,DUF2755 family protein,GCA_002156725.1 ARS93064.1 hypothetical protein B9G35_06245 [Klebsiella pneumoniae],Mutated,1,100,Hypothetical Proteins
YP_005225655.1,YncE family protein,GCA_002156725.1 ARS93345.1 hypothetical protein B9G35_07745 [Klebsiella pneumoniae],Mutated,6,360,Hypothetical Proteins
YP_005226809.1,hypothetical protein KPHS_25090 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24043.1 hypothetical protein AM386_20595 [Klebsiella pneumoniae],Mutated,5,40,Hypothetical Proteins
YP_005227096.1,hypothetical protein KPHS_27960 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94729.1 hypothetical protein B9G35_15285 [Klebsiella pneumoniae],Mutated,1,48,Hypothetical Proteins
YP_005227197.1,small membrane protein,GCA_002156725.1 ARS94821.1 hypothetical protein B9G35_15770 [Klebsiella pneumoniae],Mutated,1,40,Hypothetical Proteins
YP_005228222.1,alpha-2-macroglobulin family protein,GCA_002156725.1 ARS95883.1 hypothetical protein B9G35_21570 [Klebsiella pneumoniae],Mutated,66,1649,Hypothetical Proteins
YP_005228129.1,hypothetical protein KPHS_38290 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25889.1 hypothetical protein AM386_02070 [Klebsiella pneumoniae],Mutated,11,41,Hypothetical Proteins
YP_005226889.1,DUF2132 domain-containing protein,GCA_002156725.1 ARS94547.1 hypothetical protein B9G35_14315 [Klebsiella pneumoniae],Mutated,2,87,Hypothetical Proteins
YP_005226874.1,hypothetical protein KPHS_25740 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94532.1 hypothetical protein B9G35_14235 [Klebsiella pneumoniae],Mutated,3,64,Hypothetical Proteins
YP_005227292.1,hypothetical protein KPHS_29920 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94907.1 hypothetical protein B9G35_16240 [Klebsiella pneumoniae],Mutated,77,238,Hypothetical Proteins
YP_005225565.1,DUF1073 domain-containing protein,GCA_002903005.1 AUV39410.1 hypothetical protein C2U50_23045 [Klebsiella pneumoniae],Mutated,18,506,Hypothetical Proteins
YP_005225837.1,hypothetical protein KPHS_15370 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93514.1 hypothetical protein B9G35_08680 [Klebsiella pneumoniae],Mutated,1,110,Hypothetical Proteins
YP_005225752.1,YbdD/YjiX family protein,GCA_002156725.1 ARS93433.1 hypothetical protein B9G35_08220 [Klebsiella pneumoniae],Mutated,1,65,Hypothetical Proteins
YP_005225678.1,putative inner membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93364.1 hypothetical protein B9G35_07850 [Klebsiella pneumoniae],Mutated,218,703,Hypothetical Proteins
YP_005224657.1,hypothetical protein KPHS_03570 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002761315.1 ATU12271.1 hypothetical protein BMF28_16145 [Klebsiella pneumoniae],Mutated,3,37,Hypothetical Proteins
YP_005225585.1,hypothetical protein KPHS_12850 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_018604345.1 QWA86217.1 hypothetical protein JKF56_10765 [Klebsiella pneumoniae],Mutated,3,280,Hypothetical Proteins
YP_005226235.1,putative transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93885.1 hypothetical protein B9G35_10735 [Klebsiella pneumoniae],Mutated,24,140,Hypothetical Proteins
YP_005226547.1,hypothetical protein KPHS_22470 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94230.1 hypothetical protein B9G35_12620 [Klebsiella pneumoniae],Mutated,75,53,Hypothetical Proteins
YP_005227960.1,hypothetical protein KPHS_36600 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95590.1 hypothetical protein B9G35_20000 [Klebsiella pneumoniae],Mutated,4,65,Hypothetical Proteins
YP_005226724.1,hypothetical protein KPHS_24240 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94395.1 hypothetical protein B9G35_13490 [Klebsiella pneumoniae],Mutated,6,120,Hypothetical Proteins
YP_005227182.1,DUF406 domain-containing protein,GCA_002156725.1 ARS94807.1 hypothetical protein B9G35_15695 [Klebsiella pneumoniae],Mutated,3,99,Hypothetical Proteins
YP_005227483.1,YciY family protein,GCA_002156725.1 ARS95076.1 hypothetical protein B9G35_17150 [Klebsiella pneumoniae],Mutated,49,45,Hypothetical Proteins
YP_005228962.1,DoxX family protein,GCA_002156725.1 ARS96610.1 hypothetical protein B9G35_25465 [Klebsiella pneumoniae],Mutated,1,130,Hypothetical Proteins
YP_005228997.1,putative NADH dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96641.1 hypothetical protein B9G35_25625 [Klebsiella pneumoniae],Mutated,4,215,Hypothetical Proteins
YP_005227611.1,alpha-E domain-containing protein,GCA_002156725.1 ARS95188.1 hypothetical protein B9G35_17780 [Klebsiella pneumoniae],Mutated,3,309,Hypothetical Proteins
YP_005224968.1,paral putative membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92708.1 hypothetical protein B9G35_04265 [Klebsiella pneumoniae],Mutated,5,258,Hypothetical Proteins
YP_005225859.1,DUF979 domain-containing protein,GCA_002156725.1 ARS93535.1 hypothetical protein B9G35_08795 [Klebsiella pneumoniae],Mutated,10,331,Hypothetical Proteins
YP_005229353.1,hypothetical protein KPHS_50530 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96982.1 hypothetical protein B9G35_27465 [Klebsiella pneumoniae],Mutated,20,59,Hypothetical Proteins
YP_005228908.1,hypothetical protein KPHS_46080 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96557.1 hypothetical protein B9G35_25185 [Klebsiella pneumoniae],Mutated,36,90,Hypothetical Proteins
YP_005226545.1,hypothetical protein KPHS_22450 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94228.1 hypothetical protein B9G35_12610 [Klebsiella pneumoniae],Mutated,2,141,Hypothetical Proteins
YP_005224923.1,hypothetical protein KPHS_06230 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92666.1 hypothetical protein B9G35_04035 [Klebsiella pneumoniae],Mutated,71,207,Hypothetical Proteins
YP_005229342.1,hypothetical protein KPHS_50420 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96972.1 hypothetical protein B9G35_27410 [Klebsiella pneumoniae],Mutated,1,62,Hypothetical Proteins
YP_005224939.1,hypothetical protein KPHS_06390 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC22702.1 hypothetical protein AM386_13160 [Klebsiella pneumoniae],Mutated,15,82,Hypothetical Proteins
YP_005228251.1,putative alpha helix protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95911.1 hypothetical protein B9G35_21720 [Klebsiella pneumoniae],Mutated,10,228,Hypothetical Proteins
YP_005228062.1,hypothetical protein KPHS_37620 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25866.1 hypothetical protein AM386_30760 [Klebsiella pneumoniae],Mutated,4,38,Hypothetical Proteins
YP_005226909.1,hypothetical protein KPHS_26090 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94566.1 hypothetical protein B9G35_14415 [Klebsiella pneumoniae],Mutated,4,95,Hypothetical Proteins
YP_005227453.1,hypothetical protein KPHS_31530 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95051.1 hypothetical protein B9G35_17000 [Klebsiella pneumoniae],Mutated,3,39,Hypothetical Proteins
YP_005224740.1,DUF1471 domain-containing protein,GCA_002156725.1 ARS92490.1 hypothetical protein B9G35_03080 [Klebsiella pneumoniae],Mutated,3,91,Hypothetical Proteins
YP_005229385.1,YiaB family inner membrane protein,GCA_002156725.1 ARS97011.1 hypothetical protein B9G35_27640 [Klebsiella pneumoniae],Mutated,2,148,Hypothetical Proteins
YP_005226253.1,YceB protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93900.1 hypothetical protein B9G35_10830 [Klebsiella pneumoniae],Mutated,1,186,Hypothetical Proteins
YP_005225189.1,hypothetical protein KPHS_08890 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25972.1 hypothetical protein AM386_14385 [Klebsiella pneumoniae],Mutated,11,45,Hypothetical Proteins
YP_005227285.1,hypothetical protein KPHS_29850 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94901.1 hypothetical protein B9G35_16210 [Klebsiella pneumoniae],Mutated,44,56,Hypothetical Proteins
YP_005226854.1,YhcH/YjgK/YiaL family protein,GCA_002156725.1 ARS94513.1 hypothetical protein B9G35_14130 [Klebsiella pneumoniae],Mutated,1,157,Hypothetical Proteins
YP_005227133.1,hypothetical protein KPHS_28330 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94761.1 hypothetical protein B9G35_15455 [Klebsiella pneumoniae],Mutated,4,61,Hypothetical Proteins
YP_005228094.1,YfcZ/YiiS family protein,GCA_002156725.1 ARS95717.1 hypothetical protein B9G35_20670 [Klebsiella pneumoniae],Mutated,2,94,Hypothetical Proteins
YP_005228786.1,hypothetical protein KPHS_44860 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96444.1 hypothetical protein B9G35_24580 [Klebsiella pneumoniae],Mutated,4,99,Hypothetical Proteins
YP_005228795.1,hypothetical protein KPHS_44950 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96452.1 hypothetical protein B9G35_24625 [Klebsiella pneumoniae],Mutated,234,371,Hypothetical Proteins
YP_005228966.1,pirin family protein,GCA_002156725.1 ARS96614.1 hypothetical protein B9G35_25485 [Klebsiella pneumoniae],Mutated,4,233,Hypothetical Proteins
YP_005225730.1,DUF2291 domain-containing protein,GCA_002156725.1 ARS93411.1 hypothetical protein B9G35_08100 [Klebsiella pneumoniae],Mutated,3,206,Hypothetical Proteins
YP_005227430.1,hypothetical protein KPHS_31290 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23457.1 hypothetical protein AM386_17395 [Klebsiella pneumoniae],Mutated,1,45,Hypothetical Proteins
YP_005227050.1,DUF4056 domain-containing protein,GCA_002156725.1 ARS94693.1 hypothetical protein B9G35_15100 [Klebsiella pneumoniae],Mutated,18,370,Hypothetical Proteins
YP_005224444.1,hypothetical protein KPHS_01440 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC22202.1 hypothetical protein AM386_10380 [Klebsiella pneumoniae],Mutated,2,57,Hypothetical Proteins
YP_005226371.1,hypothetical protein KPHS_20710 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24526.1 hypothetical protein AM386_23230 [Klebsiella pneumoniae],Mutated,5,39,Hypothetical Proteins
YP_005228824.1,hypothetical protein KPHS_45240 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96478.1 hypothetical protein B9G35_24760 [Klebsiella pneumoniae],Mutated,120,161,Hypothetical Proteins
YP_005225551.1,hypothetical protein KPHS_12510 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93243.1 hypothetical protein B9G35_07185 [Klebsiella pneumoniae],Mutated,1,168,Hypothetical Proteins
YP_005227725.1,hypothetical protein KPHS_34250 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95292.1 hypothetical protein B9G35_18335 [Klebsiella pneumoniae],Mutated,11,59,Hypothetical Proteins
YP_005226732.1,hypothetical protein KPHS_24320 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26042.1 hypothetical protein AM386_20995 [Klebsiella pneumoniae],Mutated,1,47,Hypothetical Proteins
YP_005224938.1,hypothetical protein KPHS_06380 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002761315.1 ATU12574.1 hypothetical protein BMF28_17835 [Klebsiella pneumoniae],Mutated,23,109,Hypothetical Proteins
YP_005225541.1,host nuclease inhibitor GamL,GCA_002156725.1 ARS93234.1 hypothetical protein B9G35_07140 [Klebsiella pneumoniae],Mutated,14,94,Hypothetical Proteins
YP_005228958.1,DUF1090 domain-containing protein,GCA_002156725.1 ARS96606.1 hypothetical protein B9G35_25445 [Klebsiella pneumoniae],Mutated,1,122,Hypothetical Proteins
YP_005225720.1,small-conductance mechanosensitive ion channel MscS [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93404.1 hypothetical protein B9G35_08065 [Klebsiella pneumoniae],Mutated,314,139,Hypothetical Proteins
YP_005227116.1,hypothetical protein KPHS_28160 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ARS98258.1 hypothetical protein B8O09_03305 [Klebsiella pneumoniae],Mutated,14,228,Hypothetical Proteins
YP_005225579.1,DUF3383 domain-containing protein,GCA_002903005.1 AUV39420.1 hypothetical protein C2U50_23100 [Klebsiella pneumoniae],Mutated,18,493,Hypothetical Proteins
YP_005226804.1,"hypothetical protein KPHS_25040, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94471.1 hypothetical protein B9G35_13895 [Klebsiella pneumoniae],Mutated,96,38,Hypothetical Proteins
YP_005225580.1,hypothetical protein KPHS_12800 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002903005.1 AUV39421.1 hypothetical protein C2U50_23105 [Klebsiella pneumoniae],Mutated,5,147,Hypothetical Proteins
YP_005226916.1,hypothetical protein KPHS_26160 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23945.1 hypothetical protein AM386_20060 [Klebsiella pneumoniae],Mutated,1,46,Hypothetical Proteins
YP_005225670.1,hypothetical protein KPHS_13700 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25220.1 hypothetical protein AM386_27170 [Klebsiella pneumoniae],Mutated,8,46,Hypothetical Proteins
YP_005225575.1,hypothetical protein KPHS_12750 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002903005.1 AUV39416.1 hypothetical protein C2U50_23075 [Klebsiella pneumoniae],Mutated,9,108,Hypothetical Proteins
YP_005225346.1,hypothetical protein KPHS_10460 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23077.1 hypothetical protein AM386_15215 [Klebsiella pneumoniae],Mutated,13,42,Hypothetical Proteins
YP_005225436.1,lipoprotein,GCA_002156725.1 ARS93136.1 hypothetical protein B9G35_06620 [Klebsiella pneumoniae],Mutated,1,192,Hypothetical Proteins
YP_005227772.1,hypothetical protein KPHS_34720 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25587.1 hypothetical protein AM386_29260 [Klebsiella pneumoniae],Mutated,91,308,Hypothetical Proteins
YP_005225621.1,hypothetical protein KPHS_13210 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25278.1 hypothetical protein AM386_27505 [Klebsiella pneumoniae],Mutated,2,45,Hypothetical Proteins
YP_005227883.1,small membrane protein,GCA_002202195.1 ASC25694.1 hypothetical protein AM386_29855 [Klebsiella pneumoniae],Mutated,12,46,Hypothetical Proteins
YP_005225240.1,YaeF family permuted papain-like enzyme,GCA_002156725.1 ARS92953.1 hypothetical protein B9G35_05610 [Klebsiella pneumoniae],Mutated,36,258,Hypothetical Proteins
YP_005226658.1,hypothetical protein KPHS_23580 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94336.1 hypothetical protein B9G35_13185 [Klebsiella pneumoniae],Mutated,451,465,Hypothetical Proteins
YP_005224633.1,membrane protein,GCA_002156725.1 ARS92392.1 hypothetical protein B9G35_02530 [Klebsiella pneumoniae],Mutated,7,117,Hypothetical Proteins
YP_005227018.1,oxalurate catabolism protein HpxX,GCA_002156745.1 ARS98175.1 hypothetical protein B8O09_02870 [Klebsiella pneumoniae],Mutated,6,61,Hypothetical Proteins
YP_005225303.1,P4 phage protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92598.1 hypothetical protein B9G35_03660 [Klebsiella pneumoniae],Mutated,11,106,Hypothetical Proteins
YP_005225582.1,hypothetical protein KPHS_12820 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002903005.1 AUV39424.1 hypothetical protein C2U50_23120 [Klebsiella pneumoniae],Mutated,9,158,Hypothetical Proteins
YP_005228603.1,hypothetical protein KPHS_43030 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25901.1 hypothetical protein AM386_04545 [Klebsiella pneumoniae],Mutated,31,47,Hypothetical Proteins
