Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Category
YP_005225847.1,sensor histidine kinase KdpD [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93523.1 two-component sensor histidine kinase [Klebsiella pneumoniae],Mutated,249,895,Regulators
YP_005224952.1,GntR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92693.1 GntR family transcriptional regulator [Klebsiella pneumoniae],Mutated,2,304,Regulators
YP_005229255.1,gluconate (gnt) operon regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96894.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,3,331,Regulators
YP_005229360.1,IS3 family transposase,GCA_002202195.1 ASC22408.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,351,173,Regulators
YP_005229276.1,putative acyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96912.1 aspartate 1-decarboxylase autocleavage activator PanM [Klebsiella pneumoniae],Mutated,4,127,Regulators
YP_005226433.1,DNA-binding transcriptional regulator ChbR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94052.1 transcriptional regulator ChbR [Klebsiella pneumoniae],Mutated,6,274,Regulators
YP_005226715.1,"bifunctional PLP-dependent beta-cystathionase, repressor of maltose regulon through interaction with MalT [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94386.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,22,390,Regulators
YP_005226051.1,prophage P2 Ogr protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93720.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,23,51,Regulators
YP_005227799.1,putative regulatory protein TetR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95415.1 TetR family transcriptional regulator [Klebsiella pneumoniae],Mutated,64,274,Regulators
YP_005225132.1,regulatory protein AmpE [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92862.1 beta-lactamase regulator AmpE [Klebsiella pneumoniae],Mutated,3,284,Regulators
YP_005227204.1,transcription regulator GntR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97243.1 GntR family transcriptional regulator [Klebsiella pneumoniae],Mutated,9,470,Regulators
YP_005226725.1,DNA-binding transcriptional regulator RstA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94396.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,2,239,Regulators
YP_005228135.1,putative regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95750.1 transcriptional regulator PtsJ [Klebsiella pneumoniae],Mutated,11,432,Regulators
YP_005227212.1,putative regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94834.1 XRE family transcriptional regulator [Klebsiella pneumoniae],Mutated,2,189,Regulators
YP_005227176.1,"putative LysR-family transcriptional regulator, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94802.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,227,79,Regulators
YP_005227175.1,"LysR family transcriptional regulator, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94802.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,121,184,Regulators
YP_005227603.1,DNA-binding transcriptional activator TdcA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95181.1 transcriptional regulator TdcA [Klebsiella pneumoniae],Mutated,5,313,Regulators
YP_005226760.1,sensory histidine kinase DcuS [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94430.1 two-component system sensor histidine kinase DcuS [Klebsiella pneumoniae],Mutated,33,513,Regulators
YP_005224647.1,DNA-binding transcriptional regulator MelR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92406.1 transcriptional regulator MelR [Klebsiella pneumoniae],Mutated,17,312,Regulators
YP_005227999.1,"O6-methylguanine-DNA methyltransferase, transcription activator/repressor [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95627.1 bifunctional transcriptional regulator/O6-methylguanine-DNA methyltransferase [Klebsiella pneumoniae],Mutated,17,354,Regulators
YP_005227758.1,transcriptional regulator Cbl [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95324.1 transcriptional regulator Cbl [Klebsiella pneumoniae],Mutated,5,316,Regulators
YP_005228415.1,anaerobic nitric oxide reductase transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96086.1 nitric oxide reductase transcription regulator [Klebsiella pneumoniae],Mutated,9,516,Regulators
YP_005228681.1,putative LysR family regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96341.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,4,309,Regulators
YP_005227735.1,LuxR/UhpA-family transcriptional activator for cell division [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95302.1 transcriptional regulator SdiA [Klebsiella pneumoniae],Mutated,4,240,Regulators
YP_005227008.1,putative LysR-family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94652.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,8,296,Regulators
YP_005225647.1,regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93338.1 helix-turn-helix transcriptional regulator [Klebsiella pneumoniae],Mutated,4,227,Regulators
YP_005228363.1,putative Fis-type transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96037.1 sigma-54-dependent Fis family transcriptional regulator [Klebsiella pneumoniae],Mutated,24,595,Regulators
YP_005227699.1,YebC/PmpR family DNA-binding transcriptional regulator,GCA_002156725.1 ARS95266.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,1,246,Regulators
YP_005224419.1,transcriptional activator protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92184.1 transcriptional regulator IlvY [Klebsiella pneumoniae],Mutated,23,296,Regulators
YP_005229542.1,two-component regulatory system sensor histidine kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91998.1 two-component system sensor histidine kinase UhpB [Klebsiella pneumoniae],Mutated,19,491,Regulators
YP_005229141.1,zinc-responsive transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96781.1 heavy metal-responsive transcriptional regulator [Klebsiella pneumoniae],Mutated,1,141,Regulators
YP_005227500.1,response regulator of RpoS [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95091.1 two-component system response regulator RssB [Klebsiella pneumoniae],Mutated,2,337,Regulators
YP_005229327.1,putative LysR-family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96960.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,4,299,Regulators
YP_005226689.1,putative regulatory protein MarR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94364.1 MarR family transcriptional regulator [Klebsiella pneumoniae],Mutated,3,143,Regulators
YP_005224376.1,ribonuclease activity regulator protein RraA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92143.1 ribonuclease E activity regulator RraA [Klebsiella pneumoniae],Mutated,47,115,Regulators
YP_005225006.1,DNA-binding response regulator CreB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92741.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,5,229,Regulators
YP_005225321.1,putative LysR-family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02959.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,39,45,Regulators
YP_005226960.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94608.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,7,302,Regulators
YP_005227394.1,putative LysR family regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94998.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,17,297,Regulators
YP_005224643.1,putative transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97120.1 phosphonate metabolism transcriptional regulator PhnF [Klebsiella pneumoniae],Mutated,8,241,Regulators
YP_005229501.1,putative LysR-family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91961.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,37,323,Regulators
YP_005228629.1,LacI transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96290.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,6,331,Regulators
YP_005224367.1,rhaRS operon positive regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92134.1 HTH-type transcriptional activator RhaR [Klebsiella pneumoniae],Mutated,1,281,Regulators
YP_005228613.1,"putative regulatory protein, GntR [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96276.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,1,257,Regulators
YP_005227834.1,putative LysR-family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95476.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,86,296,Regulators
YP_005228303.1,gp31 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_018128465.1 QUC47026.1 phage regulatory CII family protein [Klebsiella pneumoniae],Mutated,10,169,Regulators
YP_005226367.1,putative LysR-family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93997.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,14,301,Regulators
YP_005228641.1,putative LuxR family regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96304.1 helix-turn-helix transcriptional regulator [Klebsiella pneumoniae],Mutated,8,190,Regulators
YP_005229585.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92041.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,7,319,Regulators
YP_005227327.1,hypothetical protein KPHS_30260 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002752775.1 ATQ93780.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,45,59,Regulators
YP_005228109.1,putative 2-component transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97289.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,7,250,Regulators
YP_005226901.1,DNA-binding transcriptional regulator HipB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94559.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,9,88,Regulators
YP_005227000.1,putative TetR/AcrR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94645.1 TetR family transcriptional regulator [Klebsiella pneumoniae],Mutated,9,192,Regulators
YP_005227120.1,"GNAT family transcriptional regulator, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94749.1 MarR family transcriptional regulator [Klebsiella pneumoniae],Mutated,142,194,Regulators
YP_005229533.1,2-aminoethylphosphonate transporter repressor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91988.1 phosphonate utilization transcriptional regulator PhnR [Klebsiella pneumoniae],Mutated,3,239,Regulators
YP_005228618.1,DNA-binding transcriptional regulator LysR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96281.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,4,308,Regulators
YP_005228416.1,hypothetical protein KPHS_41160 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96087.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,13,47,Regulators
YP_005225988.1,putative periplasmic binding protein/LacI transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97180.1 LacI family transcriptional regulator [Klebsiella pneumoniae],Mutated,68,376,Regulators
YP_005228842.1,putative aminotransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96494.1 GntR family transcriptional regulator [Klebsiella pneumoniae],Mutated,4,393,Regulators
YP_005228019.1,putative regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95647.1 IclR family transcriptional regulator [Klebsiella pneumoniae],Mutated,1,261,Regulators
YP_005225036.1,putative HTH-type transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92769.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,15,309,Regulators
YP_005225675.1,helix-turn-helix domain-containing protein,GCA_002156725.1 ARS97164.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,11,288,Regulators
YP_005227512.1,two-component nitrate/nitrite sensory histidine protein kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95102.1 nitrate/nitrite two-component system sensor histidine kinase NarX [Klebsiella pneumoniae],Mutated,8,592,Regulators
YP_005228978.1,putative DEOR-type transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96623.1 DeoR family transcriptional regulator [Klebsiella pneumoniae],Mutated,14,267,Regulators
YP_005225211.1,carbohydrate diacid transcriptional activator CdaR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97145.1 carbohydrate diacid regulon transcriptional regulator CdaR [Klebsiella pneumoniae],Mutated,19,403,Regulators
YP_005228412.1,glucitol operon activator protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96083.1 glucitol operon activator protein [Klebsiella pneumoniae],Mutated,5,119,Regulators
YP_005226815.1,putative ARAC-type regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94482.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,23,308,Regulators
YP_005228537.1,DNA-binding transcriptional activator FucR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96202.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,4,236,Regulators
YP_005226231.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93881.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,6,301,Regulators
YP_005228203.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95814.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,38,303,Regulators
YP_005228735.1,putative regulatory protein IclR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96393.1 IclR family transcriptional regulator [Klebsiella pneumoniae],Mutated,7,262,Regulators
YP_005227269.1,putative transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94884.1 TetR family transcriptional regulator [Klebsiella pneumoniae],Mutated,2,199,Regulators
YP_005228475.1,putative LysR-family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96144.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,29,295,Regulators
YP_005228636.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96296.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,5,289,Regulators
YP_005224302.1,DNA-binding transcriptional regulator AsnC [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92068.1 transcriptional regulator AsnC [Klebsiella pneumoniae],Mutated,2,152,Regulators
YP_005227454.1,kinase/pyrophosphorylase,GCA_002156725.1 ARS97252.1 phosphoenolpyruvate synthase regulatory protein [Klebsiella pneumoniae],Mutated,3,277,Regulators
YP_005226313.1,response regulator in two-component regulatory system with PhoQ [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93949.1 two-component system response regulator PhoP [Klebsiella pneumoniae],Mutated,2,223,Regulators
YP_005225672.1,putative LacI family regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93360.1 LacI family transcriptional regulator [Klebsiella pneumoniae],Mutated,5,326,Regulators
YP_005224532.1,IclR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92298.1 transcriptional regulator IclR [Klebsiella pneumoniae],Mutated,22,297,Regulators
YP_005224877.1,nuclear transport factor 2 family protein,GCA_002156725.1 ARS92620.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,3,144,Regulators
YP_005225617.1,LacI family DNA-binding transcriptional regulator,GCA_002156725.1 ARS93314.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,7,339,Regulators
YP_005225768.1,putative periplasmic binding protein/LacI transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97169.1 LacI family transcriptional regulator [Klebsiella pneumoniae],Mutated,37,316,Regulators
YP_005225717.1,transcriptional regulator BetI [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93401.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,4,195,Regulators
YP_005226963.1,phosphoglycerate transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94611.1 sensor histidine kinase [Klebsiella pneumoniae],Mutated,19,664,Regulators
YP_005228505.1,hybrid sensory histidine kinase BarA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96171.1 hybrid sensor histidine kinase/response regulator [Klebsiella pneumoniae],Mutated,11,916,Regulators
YP_005228268.1,periplasmic negative regulator of sigmaE [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95925.1 sigma-E factor regulatory protein RseB [Klebsiella pneumoniae],Mutated,12,308,Regulators
YP_005226646.1,DeoR transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97217.1 DeoR family transcriptional regulator [Klebsiella pneumoniae],Mutated,15,247,Regulators
YP_005229571.1,galactonate utilization transcriptional repressor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92026.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,2,229,Regulators
YP_005229543.1,DNA-binding transcriptional activator UhpA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91999.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,2,197,Regulators
YP_005224523.1,sensor kinase of Zn/Pb responsive two-component regulatory system [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92288.1 sensor protein ZraS [Klebsiella pneumoniae],Mutated,14,464,Regulators
YP_005228375.1,GntR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96048.1 DNA-binding transcriptional regulator [Klebsiella pneumoniae],Mutated,7,450,Regulators
YP_005225700.1,putative aminotransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93384.1 GntR family transcriptional regulator [Klebsiella pneumoniae],Mutated,24,444,Regulators
YP_005225722.1,glycine cleavage system transcriptional activator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93405.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,15,297,Regulators
YP_005228250.1,putative 2-component transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95910.1 two-component system response regulator GlrR [Klebsiella pneumoniae],Mutated,5,445,Regulators
YP_005227382.1,putative transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ARS98505.1 MurR/RpiR family transcriptional regulator [Klebsiella pneumoniae],Mutated,25,310,Regulators
YP_005225065.1,two-component response regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92798.1 response regulator [Klebsiella pneumoniae],Mutated,4,232,Regulators
YP_005224335.1,ribbon-helix-helix domain-containing protein,GCA_002156725.1 ARS92101.1 CopG family transcriptional regulator [Klebsiella pneumoniae],Mutated,2,80,Regulators
YP_005226896.1,transcriptional regulator LysR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94554.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,9,307,Regulators
YP_005225383.1,putative LysR-family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93085.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,5,300,Regulators
YP_005224878.1,MerR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92621.1 helix-turn-helix-type transcriptional regulator [Klebsiella pneumoniae],Mutated,3,242,Regulators
YP_005227985.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95614.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,6,295,Regulators
YP_005225800.1,putative DNA-binding transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93478.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,28,298,Regulators
YP_005225513.1,"copper responsive transcription regulator, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93204.1 Cu(I)-responsive transcriptional regulator [Klebsiella pneumoniae],Mutated,26,111,Regulators
YP_005226848.1,DNA-binding transcriptional repressor MarR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94508.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,4,144,Regulators
YP_005227925.1,putative two-component response-regulatory protein YehT [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95557.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,4,239,Regulators
YP_005226995.1,putative periplasmic binding protein/LacI transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94640.1 LacI family transcriptional regulator [Klebsiella pneumoniae],Mutated,67,350,Regulators
YP_005224948.1,transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92690.1 MurR/RpiR family transcriptional regulator [Klebsiella pneumoniae],Mutated,4,287,Regulators
YP_005226883.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94541.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,234,71,Regulators
YP_005225455.1,nitrogen regulatory protein P-II 2 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93154.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,2,112,Regulators
YP_005227215.1,AraC family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94836.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,152,150,Regulators
YP_005227917.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95552.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,12,299,Regulators
YP_005225607.1,transcriptional activator of cad operon [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93304.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,56,522,Regulators
YP_005225007.1,catabolite repression sensor kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92742.1 two-component sensor histidine kinase [Klebsiella pneumoniae],Mutated,8,474,Regulators
YP_005224811.1,GntR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97128.1 GntR family transcriptional regulator [Klebsiella pneumoniae],Mutated,2,241,Regulators
YP_005228838.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96491.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,21,303,Regulators
YP_005226281.1,putative fibronectin-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93925.1 penicillin-binding protein activator LpoB [Klebsiella pneumoniae],Mutated,25,212,Regulators
YP_005228910.1,DNA-binding transcriptional activator EvgA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96558.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,4,204,Regulators
YP_005226743.1,putative DNA-binding transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94413.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,9,302,Regulators
YP_005226237.1,TetR/AcrR family transcriptional regulator,GCA_002156725.1 ARS93887.1 TetR family transcriptional regulator [Klebsiella pneumoniae],Mutated,4,197,Regulators
YP_005226785.1,putative NAGC-like transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97224.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,7,407,Regulators
YP_005225934.1,DNA-binding transcriptional regulator BasR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93601.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,4,223,Regulators
YP_005226260.1,putative LysR-family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93907.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,35,342,Regulators
YP_005229335.1,phosphodiesterase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96968.1 biofilm formation regulator HmsP [Klebsiella pneumoniae],Mutated,21,668,Regulators
YP_005227214.1,"AraC family transcriptional regulator, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94836.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,141,151,Regulators
YP_005228611.1,DNA-binding transcriptional regulator GalR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96274.1 transcriptional regulator GalR [Klebsiella pneumoniae],Mutated,2,338,Regulators
YP_005226623.1,putative regulatory protein TetR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94301.1 TetR family transcriptional regulator [Klebsiella pneumoniae],Mutated,9,197,Regulators
YP_005227890.1,two-component regulatory system sensor protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95530.1 two-component sensor histidine kinase [Klebsiella pneumoniae],Mutated,11,492,Regulators
YP_005225830.1,ROK family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93506.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,5,406,Regulators
YP_005225846.1,KDP operon transcriptional regulatory protein KdpE [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93522.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,3,225,Regulators
