Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length
YP_005229690.1,conjugal transfer surface exclusion protein TraT (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97417.1 conjugal transfer protein TraT (plasmid) [Klebsiella pneumoniae],Mutated,67,243
YP_005220839.1,methyl-accepting chemotaxis protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ARS98050.1 chemotaxis protein [Klebsiella pneumoniae],Mutated,431,144
YP_005229620.1,plasmid F resolvase-like protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03274.1 resolvase (plasmid) [Klebsiella pneumoniae],Mutated,206,259
YP_005221066.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_011045595.1 QIF54815.1 hypothetical protein FU841_25040 [Klebsiella pneumoniae],Mutated,12,99
YP_005220813.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_004119955.1 QAW64897.1 hypothetical protein C2L61_29390 (plasmid) [Klebsiella pneumoniae],Mutated,35,119
YP_005229736.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002903005.1 AUV35747.1 hypothetical protein C2U50_02810 (plasmid) [Klebsiella pneumoniae],Mutated,3,105
YP_005229732.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97456.1 hypothetical protein B9G35_28925 (plasmid) [Klebsiella pneumoniae],Mutated,19,118
YP_005229768.1,mediator of plasmid stability (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03269.1 StbA family protein (plasmid) [Klebsiella pneumoniae],Mutated,7,323
YP_005229751.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97471.1 hydrolase (plasmid) [Klebsiella pneumoniae],Mutated,36,451
YP_005229694.1,conjugal transfer protein TrbF (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03304.1 conjugal transfer protein TrbF (plasmid) [Klebsiella pneumoniae],Mutated,25,147
YP_005220982.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17856.1 hypothetical protein C5707_028635 (plasmid) [Klebsiella pneumoniae],Mutated,1,310
YP_005229698.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97424.1 hypothetical protein B9G35_28740 (plasmid) [Klebsiella pneumoniae],Mutated,11,108
YP_005221002.1,beta-lactamase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002752775.1 ATQ96508.1 class A broad-spectrum beta-lactamase TEM-1 [Klebsiella pneumoniae],Mutated,4,286
YP_005221098.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17823.1 hypothetical protein C5707_028455 (plasmid) [Klebsiella pneumoniae],Mutated,10,179
YP_005221058.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02716.1 hypothetical protein B8O09_28000 [Klebsiella pneumoniae],Mutated,1,92
YP_005220962.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17838.1 hypothetical protein C5707_028535 (plasmid) [Klebsiella pneumoniae],Mutated,1,119
YP_005220999.1,ArsR family transcriptional regulator (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02607.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,48,65
YP_005229756.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97555.1 DNA polymerase III subunit theta (plasmid) [Klebsiella pneumoniae],Mutated,57,84
YP_005220919.1,"putative type I restriction-modification enzyme R subunit, partial (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002202195.1 ASC26273.1 DEAD/DEAH box helicase (plasmid) [Klebsiella pneumoniae],Mutated,1055,96
YP_005220995.1,protein TraF (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_010183685.1 QHU65423.1 TrbI/VirB10 family protein (plasmid) [Klebsiella pneumoniae],Mutated,252,386
YP_005221087.1,type IV conjugative transfer system protein TraF (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17812.1 conjugal transfer protein TraF (plasmid) [Klebsiella pneumoniae],Mutated,1,346
YP_005229638.1,putative transcriptional regulator MerR (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02727.1 mercuric resistance operon regulatory protein [Klebsiella pneumoniae],Mutated,46,144
YP_005220928.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26265.1 hypothetical protein AM386_31570 (plasmid) [Klebsiella pneumoniae],Mutated,14,277
YP_005220809.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26247.1 hypothetical protein AM386_31465 (plasmid) [Klebsiella pneumoniae],Mutated,1,70
YP_005220994.1,TraO (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_010183685.1 QHU65467.1 conjugal transfer protein TraO (plasmid) [Klebsiella pneumoniae],Mutated,21,294
YP_005221035.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02633.1 aminoglycoside O-phosphotransferase APH(3'')-Ib [Klebsiella pneumoniae],Mutated,1,267
YP_005229729.1,RelE-like toxin protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97453.1 addiction module toxin RelE (plasmid) [Klebsiella pneumoniae],Mutated,13,106
YP_005220968.1,SNase-like micrococcal nuclease (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17843.1 thermonuclease family protein (plasmid) [Klebsiella pneumoniae],Mutated,10,175
YP_005229703.1,conjugal transfer pilus assembly protein TraU (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97428.1 conjugal transfer protein TraU (plasmid) [Klebsiella pneumoniae],Mutated,81,329
YP_005229720.1,conjugal transfer protein TraY (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03232.1 conjugal transfer protein TraY (plasmid) [Klebsiella pneumoniae],Mutated,47,56
YP_005229646.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_009833945.1 QHB98745.1 EAL domain-containing protein (plasmid) [Klebsiella pneumoniae],Mutated,14,222
YP_005229752.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97472.1 hypothetical protein B9G35_29025 (plasmid) [Klebsiella pneumoniae],Mutated,16,76
YP_005229625.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_003367555.1 AXL00090.1 hypothetical protein C2L60_28560 (plasmid) [Klebsiella pneumoniae],Mutated,24,130
YP_005220808.1,replication protein A (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26248.1 replication initiation protein (plasmid) [Klebsiella pneumoniae],Mutated,54,405
YP_005220893.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26290.1 hypothetical protein AM386_31740 (plasmid) [Klebsiella pneumoniae],Mutated,2,84
YP_005221039.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02635.1 cobalamin biosynthesis protein CobQ [Klebsiella pneumoniae],Mutated,1,261
YP_005220822.1,porphyrin biosynthetic protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26351.1 porphyrin biosynthetic protein (plasmid) [Klebsiella pneumoniae],Mutated,134,281
YP_005229706.1,conjugal transfer protein TrbI (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97430.1 type-F conjugative transfer system protein TrbI (plasmid) [Klebsiella pneumoniae],Mutated,262,129
YP_005220935.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26259.1 phosphoribosyl-ATP pyrophosphohydrolase (plasmid) [Klebsiella pneumoniae],Mutated,7,291
YP_005229748.1,single-strand binding protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97468.1 single-stranded DNA-binding protein (plasmid) [Klebsiella pneumoniae],Mutated,57,180
YP_005220978.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17853.1 hypothetical protein C5707_028615 (plasmid) [Klebsiella pneumoniae],Mutated,4,111
YP_005220913.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26276.1 hypothetical protein AM386_31635 (plasmid) [Klebsiella pneumoniae],Mutated,598,61
YP_005229674.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17736.1 hypothetical protein C5707_027920 (plasmid) [Klebsiella pneumoniae],Mutated,5,52
YP_005220832.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26344.1 phosphate starvation protein PhoH (plasmid) [Klebsiella pneumoniae],Mutated,49,257
YP_005220872.1,minor tail fiber protein M (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26308.1 phage tail protein (plasmid) [Klebsiella pneumoniae],Mutated,1,111
YP_005220817.1,lipoprotein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26355.1 lipoprotein (plasmid) [Klebsiella pneumoniae],Mutated,1,99
YP_005221080.1,transposase InsC for insertion sequence IS903 (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94634.1 IS5/IS1182 family transposase [Klebsiella pneumoniae],Mutated,170,307
YP_005220880.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26302.1 hypothetical protein AM386_31805 (plasmid) [Klebsiella pneumoniae],Mutated,2,114
YP_005220988.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17858.1 hypothetical protein C5707_028655 (plasmid) [Klebsiella pneumoniae],Mutated,184,223
YP_005220897.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26287.1 chromosome partitioning protein ParB (plasmid) [Klebsiella pneumoniae],Mutated,16,234
YP_005220946.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_015992425.1 QPQ05257.1 DUF4041 domain-containing protein (plasmid) [Klebsiella pneumoniae],Mutated,414,114
YP_005220970.1,putative plasmid-like protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17845.1 chromosome segregation protein ParM (plasmid) [Klebsiella pneumoniae],Mutated,2,97
YP_005220811.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26245.1 hypothetical protein AM386_31455 (plasmid) [Klebsiella pneumoniae],Mutated,6,58
YP_005229641.1,putative mercury transport protein MerC (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_009833945.1 QHB98822.1 organomercurial transporter MerC (plasmid) [Klebsiella pneumoniae],Mutated,14,153
YP_005220877.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26305.1 hypothetical protein AM386_31820 (plasmid) [Klebsiella pneumoniae],Mutated,5,248
YP_005229687.1,conjugal transfer nickase/helicase TraI (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97415.1 conjugal transfer protein TraI (plasmid) [Klebsiella pneumoniae],Mutated,215,1752
YP_005229643.1,mercuric ion reductase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_009833945.1 QHB98748.1 mercury(II) reductase (plasmid) [Klebsiella pneumoniae],Mutated,109,455
YP_005220828.1,putative retA reverse transcriptase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_011045595.1 QIF55728.1 group II intron reverse transcriptase/maturase [Klebsiella pneumoniae],Mutated,1,494
YP_005229695.1,conjugal transfer protein TrbB (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97421.1 type-F conjugative transfer system pilin assembly thiol-disulfide isomerase TrbB (plasmid) [Klebsiella pneumoniae],Mutated,26,185
YP_005229728.1,XRE-like antitoxin protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97452.1 transcriptional regulator (plasmid) [Klebsiella pneumoniae],Mutated,3,92
YP_005220878.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26304.1 hypothetical protein AM386_31815 (plasmid) [Klebsiella pneumoniae],Mutated,8,130
YP_005220819.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26354.1 hypothetical protein AM386_32145 (plasmid) [Klebsiella pneumoniae],Mutated,25,141
YP_005221016.1,Orf3/QacEdelta1 fusion protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94173.1 quaternary ammonium compound efflux SMR transporter QacE delta 1 [Klebsiella pneumoniae],Mutated,51,115
YP_005221028.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_004120115.1 QAW98345.1 DUF3883 domain-containing protein (plasmid) [Klebsiella pneumoniae],Mutated,11,378
YP_005221062.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02730.1 hypothetical protein B8O09_28080 [Klebsiella pneumoniae],Mutated,4,241
YP_005220903.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26283.1 hypothetical protein AM386_31695 (plasmid) [Klebsiella pneumoniae],Mutated,2,216
YP_005220841.1,beta-lactamase CTX-M-14 (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_003367555.1 AXL00064.1 class A extended-spectrum beta-lactamase CTX-M-65 (plasmid) [Klebsiella pneumoniae],Mutated,11,283
YP_005220865.1,putative phage tail protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26313.1 phage tail protein (plasmid) [Klebsiella pneumoniae],Mutated,1,499
YP_005220888.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_004119955.1 QAW64836.1 hypothetical protein C2L61_29065 (plasmid) [Klebsiella pneumoniae],Mutated,278,275
YP_005220891.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26292.1 hypothetical protein AM386_31750 (plasmid) [Klebsiella pneumoniae],Mutated,2,88
YP_005229630.1,putative DNA binding protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002752775.1 ATQ97041.1 PIN domain nuclease (plasmid) [Klebsiella pneumoniae],Mutated,24,138
YP_005221024.1,extended-spectrum beta-lactamase/aminoglycoside modifying enzyme fusion protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_004119955.1 QAW65063.1 aminoglycoside N-acetyltransferase AAC(3)-IId (plasmid) [Klebsiella pneumoniae],Mutated,59,257
YP_005229624.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_003367555.1 AXK99977.1 hypothetical protein C2L60_28555 (plasmid) [Klebsiella pneumoniae],Mutated,12,173
YP_005220953.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17829.1 hypothetical protein C5707_028490 (plasmid) [Klebsiella pneumoniae],Mutated,3,202
YP_005220911.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26277.1 hypothetical protein AM386_31650 (plasmid) [Klebsiella pneumoniae],Mutated,7,72
YP_005229688.1,conjugal transfer protein TraD (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97416.1 type IV conjugative transfer system coupling protein TraD (plasmid) [Klebsiella pneumoniae],Mutated,204,759
YP_005220900.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26367.1 hypothetical protein AM386_31710 (plasmid) [Klebsiella pneumoniae],Mutated,6,144
YP_005221027.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_004119955.1 QAW65066.1 hypothetical protein C2L61_30420 (plasmid) [Klebsiella pneumoniae],Mutated,6,75
YP_005229634.1,putative transposase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC20375.1 transposase (plasmid) [Klebsiella pneumoniae],Mutated,214,75
YP_005220901.1,putative transcriptional regulator (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26284.1 transcriptional regulator (plasmid) [Klebsiella pneumoniae],Mutated,8,176
YP_005229717.1,conjugal transfer pilus assembly protein TraE (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97442.1 type IV conjugative transfer system protein TraE (plasmid) [Klebsiella pneumoniae],Mutated,24,188
YP_005220969.1,DNA-binding protein HU-beta (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17844.1 HU family DNA-binding protein (plasmid) [Klebsiella pneumoniae],Mutated,2,90
YP_005229764.1,putative methylase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03266.1 DNA methylase (plasmid) [Klebsiella pneumoniae],Mutated,36,233
YP_005221076.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ARS98050.1 chemotaxis protein [Klebsiella pneumoniae],Mutated,194,343
YP_005220937.1,ribonucleotide-diphosphate reductase subunit alpha (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26257.1 ribonucleoside-diphosphate reductase subunit alpha (plasmid) [Klebsiella pneumoniae],Mutated,18,767
YP_005220854.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26320.1 hypothetical protein AM386_31920 (plasmid) [Klebsiella pneumoniae],Mutated,10,241
YP_005229673.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17737.1 hypothetical protein C5707_027925 (plasmid) [Klebsiella pneumoniae],Mutated,2,44
YP_005220976.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17851.1 hypothetical protein C5707_028605 (plasmid) [Klebsiella pneumoniae],Mutated,2,123
YP_005220955.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17831.1 hypothetical protein C5707_028500 (plasmid) [Klebsiella pneumoniae],Mutated,3,173
YP_005229754.1,single-strand binding protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC20457.1 single-stranded DNA-binding protein (plasmid) [Klebsiella pneumoniae],Mutated,5,142
YP_005220973.1,transcriptional regulator (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17848.1 transcriptional regulator (plasmid) [Klebsiella pneumoniae],Mutated,7,182
YP_005229692.1,conjugal transfer mating pair stabilization protein TraG (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97418.1 conjugal transfer protein TraG (plasmid) [Klebsiella pneumoniae],Mutated,237,949
YP_005220856.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26370.1 hypothetical protein AM386_31910 (plasmid) [Klebsiella pneumoniae],Mutated,112,144
YP_005220823.1,putative porphyrin biosynthetic protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_004119955.1 QAW64908.1 porphyrin biosynthesis protein (plasmid) [Klebsiella pneumoniae],Mutated,328,102
YP_005221053.1,pyruvate/2-oxoglutarate dehydrogenase complex dehydrogenase (E1) component eukaryotic type beta subunit (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02713.1 pyruvate dehydrogenase [Klebsiella pneumoniae],Mutated,1,185
YP_005220958.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17834.1 hypothetical protein C5707_028515 (plasmid) [Klebsiella pneumoniae],Mutated,5,284
YP_005220951.1,phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17828.1 phosphoadenosine phosphosulfate reductase family protein (plasmid) [Klebsiella pneumoniae],Mutated,2,371
YP_005220875.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26368.1 hypothetical protein AM386_31830 (plasmid) [Klebsiella pneumoniae],Mutated,3,74
YP_005229739.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17983.1 hypothetical protein C5707_029510 (plasmid) [Klebsiella pneumoniae],Mutated,1,111
YP_005229661.1,Tn4653 resolvase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ARS98049.1 transposase [Klebsiella pneumoniae],Mutated,24,186
YP_005229691.1,conjugal transfer entry exclusion protein TraS (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC20548.1 conjugal transfer protein TraS (plasmid) [Klebsiella pneumoniae],Mutated,16,177
YP_005229740.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17982.1 hypothetical protein C5707_029505 (plasmid) [Klebsiella pneumoniae],Mutated,3,54
YP_005229647.1,integrase core subunit (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_011045595.1 QIF54703.1 transposase [Klebsiella pneumoniae],Mutated,12,422
YP_005221075.1,DNA replication terminus site-binding protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17809.1 DNA replication terminus site-binding protein (plasmid) [Klebsiella pneumoniae],Mutated,13,304
YP_005229629.1,virulence-associated protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03280.1 AbrB/MazE/SpoVT family DNA-binding domain-containing protein (plasmid) [Klebsiella pneumoniae],Mutated,19,76
YP_005220827.1,integrase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26348.1 integrase (plasmid) [Klebsiella pneumoniae],Mutated,11,367
YP_005220963.1,Fe3+-siderophore ABC transporter permease (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17839.1 Fe3+-siderophore ABC transporter permease (plasmid) [Klebsiella pneumoniae],Mutated,3,148
YP_005220863.1,putative transmembrane protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26315.1 hypothetical protein AM386_31875 (plasmid) [Klebsiella pneumoniae],Mutated,6,230
YP_005229738.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97459.1 hypothetical protein B9G35_28950 (plasmid) [Klebsiella pneumoniae],Mutated,19,90
YP_005220942.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26254.1 hypothetical protein AM386_31505 (plasmid) [Klebsiella pneumoniae],Mutated,22,77
YP_005229626.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_003367555.1 AXK99978.1 hypothetical protein C2L60_28565 (plasmid) [Klebsiella pneumoniae],Mutated,26,314
YP_005221025.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_004119955.1 QAW65064.1 tunicamycin resistance protein (plasmid) [Klebsiella pneumoniae],Mutated,12,180
YP_005229724.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97448.1 hypothetical protein B9G35_28875 (plasmid) [Klebsiella pneumoniae],Mutated,12,109
YP_005229719.1,conjugal transfer pilin subunit TraA (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97444.1 type IV conjugative transfer system pilin TraA (plasmid) [Klebsiella pneumoniae],Mutated,45,122
YP_005221081.1,methyl-accepting chemotaxis protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ARS98050.1 chemotaxis protein [Klebsiella pneumoniae],Mutated,431,144
YP_005229711.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03224.1 hypothetical protein B8O09_29460 (plasmid) [Klebsiella pneumoniae],Mutated,24,103
YP_005229619.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002752775.1 ATQ97049.1 hypothetical protein CTI54_28170 (plasmid) [Klebsiella pneumoniae],Mutated,8,85
YP_005220917.1,HsdR protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26273.1 DEAD/DEAH box helicase (plasmid) [Klebsiella pneumoniae],Mutated,966,93
YP_005229763.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03265.1 hypothetical protein B8O09_29715 (plasmid) [Klebsiella pneumoniae],Mutated,7,73
YP_005229676.1,replication regulatory protein RepA2 (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_021535105.1 UJH89633.1 replication regulatory protein RepA (plasmid) [Klebsiella pneumoniae],Mutated,7,89
YP_005220849.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26325.1 hypothetical protein AM386_31945 (plasmid) [Klebsiella pneumoniae],Mutated,14,155
YP_005221055.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24381.1 hypothetical protein AM386_22410 [Klebsiella pneumoniae],Mutated,1,48
YP_005229753.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97473.1 hypothetical protein B9G35_29030 (plasmid) [Klebsiella pneumoniae],Mutated,8,75
YP_005220961.1,putative lipoprotein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17837.1 hypothetical protein C5707_028530 (plasmid) [Klebsiella pneumoniae],Mutated,11,142
